finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-security-output.txt	accepted	JUDGE_ERROR				true	YES	true	nit	adequate	false	YES	true	minor	adequate	false
FINDING_10	codex-specialist-correctness-output.txt	neutral	NO	false-positive	minor	weak	false	YES	true	major	adequate	false	NO	partially-true	major	good	false
FINDING_11	codex-specialist-correctness-output.txt	neutral	YES	true	minor	adequate	true	NO	true	minor	adequate	false	NO	true	minor	good	false
FINDING_12	codex-specialist-correctness-output.txt	rejected	NO	false-positive	minor	adequate	true	NO	true	minor	adequate	false	NO	true	minor	adequate	false
FINDING_13	codex-specialist-correctness-output.txt	rejected	NO	partially-true	minor	adequate	false	NO	true	minor	adequate	false	NO	true	minor	adequate	false
FINDING_14	codex-specialist-correctness-output.txt	rejected	NO	partially-true	minor	adequate	false	NO	true	minor	adequate	false	NO	true	minor	adequate	false
FINDING_15	codex-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt	neutral	NO	partially-true	minor	adequate	false	YES	true	minor	adequate	false	NO	partially-true	minor	adequate	false
FINDING_16	cursor-specialist-testing-output.txt	accepted	NO	partially-true	minor	good	true	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_17	cursor-specialist-testing-output.txt	accepted	NO	partially-true	minor	good	true	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_18	cursor-specialist-testing-output.txt	neutral	NO	partially-true	minor	adequate	false	YES	true	minor	adequate	false	NO	true	minor	good	false
FINDING_19	cursor-specialist-testing-output.txt	accepted	JUDGE_ERROR				true	YES	true	nit	adequate	false	YES	true	nit	adequate	false
FINDING_2	cursor-specialist-security-output.txt	neutral	JUDGE_ERROR				true	NO	partially-true	nit	weak	false	YES	true	minor	adequate	false
FINDING_20	cursor-specialist-testing-output.txt	accepted	JUDGE_ERROR				true	YES	true	nit	adequate	false	YES	true	nit	adequate	false
FINDING_21	cursor-specialist-testing-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	adequate	false	NO	true	nit	weak	false
FINDING_3	cursor-specialist-security-output.txt|codex-specialist-security-output.txt	accepted	JUDGE_ERROR				true	YES	true	major	adequate	false	YES	true	major	adequate	false
FINDING_4	cursor-specialist-security-output.txt	neutral	JUDGE_ERROR				true	NO	true	nit	adequate	false	YES	true	nit	adequate	false
FINDING_5	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	minor	adequate	false	NO	true	minor	adequate	false	NO	partially-true	minor	adequate	false
FINDING_6	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt	rejected	NO	uncertain	minor	adequate	true	NO	true	minor	adequate	false	NO	partially-true	minor	good	false
FINDING_7	cursor-specialist-correctness-output.txt	neutral	NO	false-positive	minor	adequate	false	NO	partially-true	nit	adequate	false	YES	true	major	excellent	false
FINDING_8	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	minor	weak	false	NO	true	minor	adequate	false	NO	partially-true	minor	good	false
FINDING_9	cursor-specialist-correctness-output.txt|codex-specialist-testing-output.txt	accepted	YES	partially-true	major	good	true	YES	true	major	adequate	false	YES	true	major	excellent	false
