schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	plan#2674:9-15 vs 49-53	Tier2 Approach says unknown flags become DEFECT but Edge cases require SKIPPED_FLAG_CHECK when help omits a real flag	Implementer follows Approach and false-fails good plans or follows Edge cases and contradicts validator contract text	Make one normative matrix in validate-plan-commands.md and SKILL hooks: when to emit DEFECT unknown-flag vs SKIPPED flag-not-in-help vs no-help
1	in_scope	important	risk-integration	skills/design/SKILL.md:600 skills/design/references/approval-gates.md:86-87	Gate B and discussion paths re-run ACTION=EMIT_PLAN after plan.txt edits but proposed SKILL only validates commands right after first EMIT_PLAN and at Step 5c	Operators assume early Step 2b validation still holds while Step 3b-4 run on revised plan with new bash defects undetected until publish prep	Add ACTION=VALIDATE_PLAN_COMMANDS after every post-revision EMIT_PLAN or document that only Step 5c re-checks composed content
1	in_scope	important	architecture	skills/design/scripts/design-driver.sh:70-87 plan:27-28	validate-plan.sh input switching between plan.txt and composed-plan.md is hand-waved without ACTION ARGS env or file token in the action line	Driver or wrapper picks wrong file silent success or spurious defects	Specify ACTION=VALIDATE_PLAN_COMMANDS ARGS=--plan-phase early|final or a dedicated env var parsed by validate-plan.sh in design-driver.md and SKILL bash blocks
1	in_scope	latent	security	skills/design/scripts/validate-plan-commands.sh (proposed)	Tier3 replays parsed argv with real execution only bounded by timeout	Malicious or buggy plan could invoke unintended repo script paths or broaden blast radius if parser mis-tokenizes	Document and enforce repo-root path normalization reject .. tokens require script path match allowlist prefixes before exec and run from known cwd
1	in_scope	nit	code-quality	skills/design/scripts/parse-plan-commands.sh (proposed)	TSV rows for script paths and flags lack escaping rules	Tab newline or quote in a path breaks downstream TSV consumer	Define TSV escaping or forbid nonportable characters in parse-plan-commands.md and add parser tests
1	in_scope	nit	architecture	Makefile:13-80	New harness targets shard placement and .PHONY wiring left to implementer	Missed shard hook drops tests from CI until someone notices	Assign explicit test-harnesses-N targets and mirror patterns from neighboring test-* entries in the Makefile edit checklist
1	in_scope	nit	architecture	plan:1-18	Validator is entirely custom parser plus --help grep	High maintenance drift versus evolving script CLI	Consider hybrid: shellcheck/bash -n on fenced blocks plus narrow manifest for Tier3 dry-run registry only
1	in_scope	latent	architecture	plan:1-73	Design centers on new markdown tokenizer and per-row --help scraping	False positives negatives and maintenance cost versus static tooling or generated flag DB	Spike shellcheck or generated flag manifest alongside parser note tradeoff in plan
1	in_scope	important	correctness	plan#2674:9-15 vs 49-53	Tier2 Approach flags absent from help as DEFECT but Edge cases require SKIPPED_FLAG_CHECK reason=flag-not-in-help for terse help	Implementer ships contradictory behavior or picks the wrong branch	Make one normative decision table in validate-plan-commands.md and align Approach Edge cases and SKILL text to it
1	in_scope	important	architecture	skills/design/scripts/design-driver.sh:70-87 plan:27-28	validate-plan.sh toggles plan.txt vs composed-plan.md without an ACTION ARGS or env contract	Driver may validate wrong artifact or double-hit wrong phase	Specify ARGS token or env var on ACTION lines and document parsing in design-driver.md and validate-plan.md
1	in_scope	latent	security	skills/design/scripts/validate-plan-commands.sh proposed	Tier3 executes reconstructed argv with timeout as main guard	Mis-tokenized or path-traversal argv widens blast radius	Require normalized repo-relative paths reject .. enforce allowlist prefixes pin cwd and test malicious rows
1	in_scope	nit	architecture	Makefile:13-80	Which test-harnesses shard owns new targets is unspecified	Omission drops new harnesses from lint until noticed	Name shard and .PHONY entries in the Makefile plan section
1	in_scope	latent	architecture	plan:1-73	Custom markdown tokenizer plus per-row --help grep only	High drift false positives versus evolving CLIs	Consider hybrid shellcheck bash -n or generated flag manifest alongside parser document tradeoff
