finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt	accepted	YES	partially-true	major	adequate	true	YES	true	minor	adequate	false	YES	true	minor	excellent	false
FINDING_10	cursor-specialist-testing-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false	EXONERATE	true		adequate	true
FINDING_11	cursor-specialist-testing-output.txt	exonerated	EXONERATE	true	nit	adequate	false	YES	true	minor	good	false	EXONERATE	true		weak	true
FINDING_12	cursor-specialist-testing-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false	EXONERATE	partially-true	nit	adequate	false
FINDING_13	cursor-specialist-security-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true		good	true
FINDING_14	cursor-specialist-security-output.txt	exonerated	EXONERATE	partially-true	nit	adequate	false	EXONERATE	partially-true		weak	true	EXONERATE	partially-true		weak	true
FINDING_15	cursor-specialist-security-output.txt	exonerated	YES	true	minor	adequate	false	EXONERATE	true	minor	weak	false	EXONERATE	true		weak	true
FINDING_16	cursor-specialist-edge-cases-output.txt	accepted	YES	true	major	adequate	true	YES	true	major	good	false	YES	true		good	true
FINDING_17	cursor-specialist-edge-cases-output.txt	accepted	EXONERATE	true	minor	adequate	false	YES	true	major	adequate	false	YES	true		good	true
FINDING_18	cursor-specialist-edge-cases-output.txt	exonerated	YES	true	minor	adequate	true	EXONERATE	true	nit	weak	false	EXONERATE	true		adequate	true
FINDING_19	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	weak	false	YES	true		good	true
FINDING_2	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false
FINDING_20	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	partially-true	nit	adequate	true	YES	true	nit	adequate	false	EXONERATE	true	nit	adequate	false
FINDING_3	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	good	false	YES	true		good	true
FINDING_4	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	partially-true	nit	weak	false	EXONERATE	partially-true	nit	adequate	false
FINDING_5	cursor-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true		good	true
FINDING_6	cursor-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_7	cursor-specialist-testing-output.txt	accepted	YES	true	major	adequate	true	YES	true	minor	adequate	false	YES	true		good	true
FINDING_8	cursor-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	EXONERATE	true	minor	weak	false	YES	true		good	true
FINDING_9	cursor-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true		good	true
