finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	cursor-specialist-correctness-output.txt|dyn-tsv-contract-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_2	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|dyn-path-lookup-output.txt|dyn-tsv-contract-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_3	cursor-specialist-correctness-output.txt|dyn-tsv-contract-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_4	cursor-specialist-correctness-output.txt|dyn-path-lookup-output.txt	rejected	NO	partially-true	minor	adequate	true	cursor-validity	NO	partially-true	nit	good	false	cursor-plan-fidelity	NO	partially-true	nit	adequate	true	cursor-pragmatism
FINDING_5	cursor-specialist-correctness-output.txt|dyn-path-lookup-output.txt|dyn-tsv-contract-output.txt	neutral	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	YES	true	nit	good	false	cursor-pragmatism
FINDING_6	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt	accepted	NO	true	minor	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_7	codex-generic-output.txt|dyn-tsv-contract-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_8	dyn-path-lookup-output.txt	rejected	NO	partially-true	minor	adequate	true	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_9	dyn-tsv-contract-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_10	dyn-tsv-contract-output.txt	rejected	NO	false-positive	minor	weak	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
