finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Requirements, Cursor-dyn-Parity Auditor, Codex-dyn-Parity Auditor	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_2	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Parity Auditor	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_3	Codex-Arch, Codex-Innovation, Codex-Pragmatic, Codex-Requirements	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	major	in_scope
FINDING_4	Cursor-Pragmatic	rejected	NO	partially-true	nit	good	false	codex-validity	NO	partially-true	nit	good	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	in_scope
FINDING_5	Codex-Pragmatic, Codex-dyn-Parity Auditor	rejected	NO	partially-true	minor	weak	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	weak	false	codex-pragmatism	major	in_scope
FINDING_6	Cursor-dyn-Parity Auditor	neutral	YES	true	minor	good	false	codex-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	minor	in_scope
FINDING_7	Cursor-Innovation	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	NO	false-positive	nit	weak	false	codex-pragmatism	minor	in_scope
FINDING_8	Codex-dyn-Parity Auditor	accepted	YES	true	major	excellent	false	codex-validity	NO	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	minor	in_scope
OOS_1	Cursor-Arch	rejected	NO	false-positive	nit	no-fix	false	codex-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	minor	oos
OOS_2	Cursor-Innovation	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_3	Cursor-Pragmatic	rejected	NO	true	minor	no-fix	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	minor	oos
