finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_10	cursor-specialist-testing-output.txt	accepted	YES	uncertain	major	adequate	true	YES	true	major	excellent	false	YES	true	major	good	false
FINDING_11	cursor-specialist-testing-output.txt	accepted	EXONERATE	partially-true	minor	adequate	false	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_12	cursor-specialist-testing-output.txt	accepted	YES	true	minor	good	false	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_13	cursor-specialist-testing-output.txt	accepted	YES	true	minor	good	false	YES	true	minor	good	false	YES	true	minor	adequate	false
FINDING_14	cursor-specialist-testing-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false	YES	true	nit	good	false
FINDING_15	cursor-specialist-testing-output.txt	accepted	YES	true	nit	good	false	YES	true	nit	good	false	YES	true	nit	good	false
FINDING_16	cursor-specialist-testing-output.txt	accepted	YES	true	minor	adequate	false	YES	true	minor	adequate	false	YES	true	minor	adequate	false
FINDING_17	cursor-specialist-testing-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_18	cursor-specialist-security-output.txt	accepted	YES	true	minor	good	false	YES	true	minor	good	false	EXONERATE	true	minor	good	false
FINDING_19	cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-bash-parity-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_2	cursor-specialist-structure-output.txt	accepted	YES	uncertain	minor	weak	true	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_20	cursor-specialist-edge-cases-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_21	cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt	exonerated	YES	partially-true	minor	good	false	EXONERATE	partially-true	nit	adequate	false	EXONERATE	partially-true	minor	good	false
FINDING_22	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_23	cursor-specialist-edge-cases-output.txt	exonerated	YES	true	nit	adequate	false	EXONERATE	partially-true	nit	weak	true	EXONERATE	true	nit	adequate	false
FINDING_24	dyn-resource-cleanup-output.txt	accepted	YES	true	minor	excellent	false	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_25	dyn-resource-cleanup-output.txt	accepted	YES	true	minor	good	false	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_26	cursor-specialist-plan-fidelity-output.txt	exonerated	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false	NO	true	nit	no-fix	false
FINDING_27	dyn-resource-cleanup-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false	NO	true	minor	no-fix	false
FINDING_28	dyn-resource-cleanup-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false
FINDING_29	dyn-resource-cleanup-output.txt	exonerated	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	weak	false
FINDING_3	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt	exonerated	YES	true	minor	good	false	EXONERATE	partially-true	minor	good	false	EXONERATE	true	minor	good	false
FINDING_4	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false
FINDING_5	cursor-specialist-structure-output.txt	accepted	YES	true	nit	excellent	false	YES	true	nit	good	false	EXONERATE	true	nit	good	false
FINDING_6	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false
FINDING_7	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_8	cursor-specialist-correctness-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true	minor	good	false	EXONERATE	partially-true	nit	adequate	false	YES	partially-true	minor	adequate	false
FINDING_9	cursor-specialist-correctness-output.txt	accepted	YES	true	minor	adequate	false	YES	true	major	adequate	false	YES	true	minor	adequate	false
