finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Edge, Cursor-Pragmatic, Cursor-Requirements, Codex-Edge, Codex-Pragmatic, Codex-Innovation, Cursor-dyn-design-implement-boundary, Codex-dyn-design-implement-boundary, Cursor-dyn-json-schema-contract, Codex-dyn-json-schema-contract	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor
FINDING_3	Codex-Arch, Codex-dyn-md-script-pairing	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_4	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_5	Codex-Pragmatic	exonerated	EXONERATE	uncertain		adequate	true	Claude	YES	true	major	good	false	Codex	EXONERATE	partially-true	minor	adequate	true	Cursor
FINDING_6	Codex-Requirements	accepted	YES	true		adequate	true	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_7	Codex-Requirements, Codex-dyn-design-implement-boundary	accepted	YES	true		adequate	true	Claude	YES	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor
FINDING_8	Codex-dyn-json-schema-contract	accepted	YES	true		good	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_9	Codex-dyn-json-schema-contract	accepted	YES	true		adequate	true	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_10	Cursor-dyn-md-script-pairing, Codex-dyn-md-script-pairing	accepted	YES	true	minor	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_11	Codex-dyn-md-script-pairing	exonerated	EXONERATE	partially-true	nit	weak	false	Claude	YES	true	minor	good	false	Codex	EXONERATE	partially-true	nit	weak	false	Cursor
