finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-correctness|codex-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing	neutral	NO	true	minor	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	NO	true	minor	excellent	false	cursor-pragmatism	in_scope
FINDING_2	codex-specialist-correctness	accepted	YES	true	blocker	excellent	false	cursor-validity	YES	true	blocker	excellent	false	cursor-plan-fidelity	YES	true	blocker	excellent	false	cursor-pragmatism	in_scope
FINDING_3	cursor-specialist-edge-cases	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	nit	good	false	cursor-pragmatism	oos
FINDING_4	cursor-specialist-testing	accepted	YES	true	minor	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism	in_scope
FINDING_5	cursor-specialist-edge-cases	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	nit	good	false	cursor-pragmatism	oos
FINDING_6	cursor-specialist-edge-cases	rejected	NO	true	nit	good	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	nit	good	false	cursor-pragmatism	oos
FINDING_7	dyn-dyn-commit-route	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism	in_scope
FINDING_8	dyn-dyn-commit-route	accepted	NO	partially-true	minor	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism	in_scope
FINDING_9	cursor-specialist-testing	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism	oos
FINDING_10	cursor-specialist-testing	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism	oos
FINDING_11	cursor-specialist-testing	rejected	NO	partially-true	nit	weak	false	cursor-validity	NO	partially-true	nit	no-fix	false	cursor-plan-fidelity	NO	partially-true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_12	dyn-dyn-commit-route	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	weak	false	cursor-plan-fidelity	NO	true	nit	weak	false	cursor-pragmatism	oos
