finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt	accepted	NO	partially-true	minor	adequate	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_10	dyn-retry-cutover-output.txt	neutral	NO	partially-true	minor	adequate	false	YES	true	minor	good	false	NO	true	minor	good	false
FINDING_11	dyn-launcher-parity-output.txt	rejected	JUDGE_ERROR				true	NO	true	major	adequate	false	NO	true	minor	weak	false
FINDING_12	dyn-launcher-parity-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_13	dyn-retry-cutover-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_14	dyn-retry-cutover-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	no-fix	false	NO	true	minor	no-fix	false
FINDING_15	dyn-retry-cutover-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_2	cursor-specialist-correctness-output.txt	accepted	YES	true	major	good	false	NO	true	major	good	false	YES	true	major	excellent	false
FINDING_3	cursor-specialist-correctness-output.txt|dyn-launcher-parity-output.txt	accepted	YES	true	minor	excellent	false	YES	true	minor	good	false	YES	true	major	excellent	false
FINDING_4	cursor-specialist-correctness-output.txt	rejected	NO	true		adequate	true	NO	true	nit	good	false	NO	true	minor	adequate	false
FINDING_5	cursor-specialist-correctness-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	NO	true	minor	good	false
FINDING_6	cursor-specialist-edge-cases-output.txt|dyn-retry-cutover-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_7	codex-generic-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_8	codex-generic-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_9	dyn-launcher-parity-output.txt	accepted	YES	true	minor	adequate	false	YES	true	minor	good	false	YES	true	major	good	false
