finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt	accepted	YES	uncertain	major	good	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_10	cursor-specialist-correctness-output.txt	accepted	YES	uncertain	minor	good	true	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_11	cursor-specialist-correctness-output.txt	accepted	EXONERATE	uncertain	minor	adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_12	cursor-specialist-correctness-output.txt	accepted	YES	uncertain	minor	adequate	true	EXONERATE	partially-true	nit	adequate	false	YES	true	minor	good	false
FINDING_13	cursor-specialist-correctness-output.txt	accepted	YES	uncertain	nit	adequate	true	YES	true	nit	good	false	YES	true	nit	excellent	false
FINDING_14	cursor-specialist-testing-output.txt	accepted	YES	uncertain	major	good	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_15	cursor-specialist-testing-output.txt	accepted	YES	uncertain	major	good	true	EXONERATE	partially-true	minor	adequate	false	YES	true	major	good	false
FINDING_16	cursor-specialist-testing-output.txt	exonerated	EXONERATE	partially-true	nit	weak	true	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	good	false
FINDING_17	cursor-specialist-testing-output.txt	accepted	YES	uncertain	minor	adequate	true	YES	true	minor	good	false	YES	true	nit	excellent	false
FINDING_18	cursor-specialist-security-output.txt	accepted	YES	uncertain	major	good	true	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_19	cursor-specialist-security-output.txt	accepted	YES	uncertain	major	good	true	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_2	cursor-specialist-structure-output.txt	accepted	YES	partially-true	minor	adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_20	cursor-specialist-security-output.txt	exonerated	EXONERATE	uncertain	nit	weak	true	EXONERATE	partially-true	minor	weak	true	EXONERATE	partially-true	minor	adequate	false
FINDING_21	cursor-specialist-edge-cases-output.txt	accepted	YES	uncertain	major	good	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_22	cursor-specialist-edge-cases-output.txt	accepted	YES	partially-true	minor	adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_23	cursor-specialist-edge-cases-output.txt	accepted	YES	uncertain	major	good	true	YES	true	major	good	false	YES	true	minor	good	false
FINDING_24	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	false-positive	nit	weak	true	EXONERATE	partially-true	minor	adequate	false	EXONERATE	partially-true	minor	weak	false
FINDING_25	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	partially-true	minor	adequate	true	EXONERATE	partially-true	minor	adequate	true	EXONERATE	partially-true	minor	adequate	false
FINDING_26	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	partially-true	nit	adequate	true	EXONERATE	true	nit	adequate	false	YES	true	nit	excellent	false
FINDING_27	cursor-specialist-plan-fidelity-output.txt	accepted	YES	uncertain	major	good	true	YES	true	major	excellent	false	NO	false-positive	minor	no-fix	false
FINDING_28	cursor-specialist-plan-fidelity-output.txt	accepted	YES	uncertain	minor	good	true	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_29	cursor-specialist-plan-fidelity-output.txt	accepted	YES	uncertain	minor	good	true	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_3	cursor-specialist-structure-output.txt	exonerated	EXONERATE	partially-true	nit	adequate	true	EXONERATE	true	minor	adequate	false	YES	true	minor	good	false
FINDING_30	cursor-specialist-plan-fidelity-output.txt	accepted	YES	uncertain	major	good	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_4	cursor-specialist-structure-output.txt	accepted	YES	uncertain	minor	good	true	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_5	cursor-specialist-structure-output.txt	accepted	YES	uncertain	major	good	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_6	cursor-specialist-structure-output.txt	exonerated	EXONERATE	partially-true	minor	weak	true	EXONERATE	partially-true	minor	adequate	false	EXONERATE	partially-true	minor	adequate	false
FINDING_7	cursor-specialist-structure-output.txt	accepted	YES	uncertain	minor	adequate	true	YES	true	nit	good	false	YES	true	nit	excellent	false
FINDING_8	cursor-specialist-structure-output.txt	accepted	YES	uncertain	nit	adequate	true	YES	true	nit	good	false	YES	true	nit	good	false
FINDING_9	cursor-specialist-correctness-output.txt	accepted	YES	uncertain	minor	good	true	YES	true	major	excellent	false	YES	true	major	excellent	false
