finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	neutral	YES	true	major	good	false	Claude	NO	false-positive	nit	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_2	Cursor-Arch, Codex-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-dyn-sentinel-parse-contract, Codex-dyn-sentinel-parse-contract	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_3	Cursor-Arch, Cursor-dyn-sentinel-parse-contract, Codex-dyn-sentinel-parse-contract	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Codex-Arch, Cursor-dyn-generated-file-sync, Codex-dyn-generated-file-sync	accepted	YES	true	major	good	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Codex-dyn-sentinel-parse-contract, Cursor-dyn-flag-chain-coverage	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Cursor-dyn-sentinel-parse-contract	rejected	NO	false-positive	minor	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_7	Codex-dyn-sentinel-parse-contract	rejected	NO	partially-true	nit	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	nit	adequate	false	Cursor	latent
FINDING_8	Codex-dyn-flag-chain-coverage	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	partially-true	major	good	false	Cursor	important
FINDING_9	Codex-Arch	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Codex-Innovation	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Arch	accepted	YES	true	minor	adequate	false	Claude	NO	partially-true	minor	no-fix	false	Codex	YES	partially-true	minor	good	false	Cursor	latent
OOS_2	Cursor-Requirements	accepted	YES	true	minor	adequate	false	Claude	NO	true	major	no-fix	false	Codex	YES	partially-true	minor	adequate	false	Cursor	latent
OOS_3	Cursor-Requirements	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	no-fix	false	Codex	YES	true	minor	good	false	Cursor	latent
OOS_4	Cursor-Requirements	neutral	NO	true	nit	adequate	false	Claude	NO	true	nit	no-fix	false	Codex	YES	partially-true	nit	good	false	Cursor	nit
OOS_5	Cursor-dyn-sentinel-parse-contract	rejected	NO	partially-true	nit	adequate	false	Claude	NO	partially-true	nit	no-fix	false	Codex	NO	partially-true	nit	weak	false	Cursor	latent
