finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Codex-Arch, Codex-Innovation, Cursor-Requirements, Codex-Requirements, Cursor-dyn-step2b-contract, Codex-dyn-shell-wrapper-risk	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Requirements, Cursor-dyn-step2b-contract	accepted	YES	true	major	good	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Codex-Requirements	accepted	NO	partially-true	minor	adequate	true	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_4	Cursor-dyn-step2b-contract	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Codex-dyn-step2b-contract	neutral	YES	partially-true	major	adequate	true	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_6	Cursor-dyn-shell-wrapper-risk	accepted	YES	true	major	good	false	Claude	YES	partially-true	major	good	false	Codex	YES	partially-true	major	excellent	false	Cursor	important
FINDING_7	Codex-dyn-shell-wrapper-risk	neutral	NO	partially-true	minor	good	true	Claude	YES	true	minor	good	false	Codex	NO	true	minor	adequate	false	Cursor	important
FINDING_8	Cursor-Arch	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	excellent	false	Cursor	important
FINDING_9	Cursor-Innovation	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	excellent	false	Cursor	important
FINDING_10	Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_11	Cursor-dyn-step2b-contract	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Codex-dyn-step2b-contract	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Requirements	neutral	YES	true	minor	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	latent
