Reading the implementation plan and exploring referenced codebase areas.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	plan.txt:Failure modes §1 vs steps 2–4	Proposed step order runs gh compose before cp plan; Failure modes §1 and skills/implement/SKILL.md:691–701 require cp then gh	Downstream readers of feature-description vs plan.txt ordering can diverge from today; invoke-log order tests may pass the wrong sequence	Fix the numbered phase_plan_materialize list to match SKILL.md: cp plan-from-issue → gh issue view → timing-ledger workflow-path HARD → persist-implement-run-flags → dirty-tree → branch slug/create → git-current-branch → plan log → larch:plan summary
2	in_scope	important	correctness	skills/implement/SKILL.md:783–787	Plan step 10 only calls run-step1-plan-log.sh; SKILL.md #15 also requires write-tally.sh plan-review-tally (compose plan-review-tally-body.md + write --phase plan-review)	run-step1-plan-log.sh does not write plan-review-tally; verify-run-log-completeness and write-final-report.sh expect plan-review-tally.json	Add a phase_plan_materialize step mirroring SKILL.md L786–787 (body file + write-tally.sh) before or after run-step1-plan-log; stub write-tally in the harness with invoke-log assertion
3	in_scope	important	risk-integration	skills/implement/SKILL.md:420–430;733–735	Plan moves dirty-tree checkpoint into bootstrap (IMPLEMENT_BAIL_REASON=dirty-tree, STALL_TRACKING unset) but SKILL updates omit post-bootstrap routing; L420 only stalls on STALL_TRACKING or three tracking bails, not dirty-tree	After bootstrap returns dirty-tree bail the orchestrator can fall through to Implementer waterfall without AskUserQuestion recovery (removed prompt-side checkpoint)	Add SKILL.md routing: on IMPLEMENT_BAIL_REASON=dirty-tree run checkpoint recovery (AskUserQuestion + scoped restore/clean per scripts/check-mid-run-dirty-tree.md) then re-invoke implement-bootstrap.sh --up-to-phase plan --preflight-tmpdir …; or keep a minimal prompt-side recovery block keyed on that bail
4	in_scope	important	correctness	skills/implement/scripts/test-implement-bootstrap.sh (proposed B5-plan)	B5-plan green-path asserts BRANCH_NAME contains derived slug; BRANCH_NAME is parsed from git-current-branch.sh stub (canned), not from create-branch.sh --branch	Slug regression tests pass vacuously or fail spuriously; they do not pin the tr|sed|cut pipeline	Assert invoke-log contains create-branch.sh --branch ${USER_PREFIX}/<expected-slug>-<issue> (parameterize gh stub title per iteration); optionally echo derived branch from create-branch stub
5	in_scope	important	risk-integration	skills/implement/SKILL.md:422–430;593–607	SKILL.md updates do not extend IMPLEMENT_BAIL_REASON routing for run-flags-persist-failed, dirty-tree, or branch-create-failed; bootstrap table in implement-bootstrap.md adds them but orchestrator table at L424–429 does not	run-flags-persist-failed may not match STALL_TRACKING→Step 18 semantics; dirty-tree may continue; branch-create-failed may skip operator warnings previously at L767–767	Extend bootstrap bail routing table and mandatory guard (L420) for all three new reasons; map branch-create-failed to Step 18 with stderr from $IMPLEMENT_TMPDIR/create-branch.stderr.log
6	in_scope	important	architecture	skills/implement/SKILL.md:12;294;568–569;636–685	Plan changes --up-to-phase to plan and removes #10–#16 blocks but not Protocol directive L12, tracking-adoption prose L568–569, duplicate Plan materialization token marks L654–673, Branch prefix create-branch --check L675–685, or snapshot L636–652	Dual/conflicting Step 0 instructions remain; agents may still run prompt-side snapshot, --check, or token marks after a single bootstrap call	Update every implement-bootstrap.sh --up-to-phase tracking reference to plan; extend removal list for orphan sections; fold or drop post-bootstrap plan-materialization marks if absorbed into phase_plan_materialize
7	in_scope	nit	correctness	skills/implement/scripts/test-implement-bootstrap.sh:565–573	Proposed B5-plan green-path collides with existing B5-plan (tracking-init-failed guard on --up-to-phase plan)	Harness ambiguity or accidental overwrite of the guard case	Name green-path case B11-plan-green (or similar) and keep B5-plan for tracking-init-failed only; update test-implement-bootstrap.md rows
8	in_scope	latent	architecture	plan.txt:phase_plan_materialize steps 1–13	phase_plan_materialize omits token-ledger.sh/timing-ledger.sh mark Step 0 — plan materialization (SKILL.md L669–670) while phase_infra only marks preflight	Timing/token reports lose the plan-materialization boundary marker	Add the same ||true mark pair after session keys are live (re-read session-env keys if needed), or document intentional telemetry merge into preflight
9	out_of_scope	latent	architecture	skills/implement/scripts/test-implement-bootstrap.md:23–28	Plan adds B6–B10 harness cases but does not list test-implement-bootstrap.md in UPDATED files (implement-bootstrap.md says edit-in-sync unchanged)	Case table drifts from harness; reviewers miss new contracts	Add B5-plan-green/B6–B10 rows to test-implement-bootstrap.md in the same PR
10	out_of_scope	latent	risk-integration	scripts/lint-foreground-markers.sh	implement-bootstrap.sh is still not on Family B denylist; plan does not mention enrollment	Policy drift vs other long-running Step 0 scripts	[OUT_OF_SCOPE] If lint policy requires it, add implement-bootstrap.sh to DENYLIST after confirming foreground-only invocation in SKILL.md
