finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Requirements, Cursor-dyn-ci-loop-correctness	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_2	Codex-Arch, Codex-Requirements	accepted	NO	partially-true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Innovation, Cursor-Requirements	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Cursor-Pragmatic	accepted	YES	partially-true	major	good	false	Claude	NO	false-positive	blocker	adequate	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_6	Cursor-Requirements	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_7	Cursor-Requirements	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_8	Cursor-Requirements	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Codex-Requirements	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Codex-dyn-ci-loop-correctness	accepted	YES	true	major	excellent	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_11	Cursor-dyn-security-boundary	accepted	YES	true	major	excellent	false	Claude	NO	partially-true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Codex-dyn-security-boundary	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_13	Codex-Innovation	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_14	Codex-Pragmatic	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_15	Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
