finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Codex-Arch, Cursor-Edge, Cursor-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Cursor-dyn-sweep-completeness, Codex-dyn-sweep-completeness	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch, Codex-Edge, Codex-Innovation, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Codex-Arch, Codex-dyn-lint-regex-fidelity	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_4	Codex-Arch, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_5	Codex-Arch, Codex-Requirements, Codex-Edge, Codex-Innovation, Codex-Pragmatic	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_6	Codex-Edge	accepted	EXONERATE	partially-true	minor	adequate	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_7	Codex-Edge	accepted	YES	true		adequate	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_8	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_9	Cursor-Innovation	exonerated	EXONERATE	partially-true	minor	adequate	false	Claude	EXONERATE	partially-true	minor	adequate	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_10	Cursor-Innovation	exonerated	EXONERATE	partially-true	minor	adequate	false	Claude	EXONERATE	partially-true	minor	adequate	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_11	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_12	Cursor-Innovation, Codex-dyn-lint-regex-fidelity	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_13	Cursor-Innovation, Codex-Innovation, Codex-Pragmatic, Codex-Requirements, Cursor-dyn-exit-code-discard, Codex-dyn-exit-code-discard	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_14	Codex-Innovation, Codex-Requirements	exonerated	EXONERATE	false-positive	minor	adequate	true	Claude	YES	true	major	excellent	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_15	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_16	Codex-Innovation	accepted	YES	true	nit	good	false	Claude	YES	true	nit	good	false	Codex	YES	true	nit	good	false	Cursor
FINDING_17	Cursor-dyn-lint-regex-fidelity, Codex-dyn-lint-regex-fidelity	accepted	YES	true	major	excellent	false	Claude	YES	partially-true	minor	good	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_18	Codex-dyn-lint-regex-fidelity	accepted	YES	true		good	true	Claude	YES	true		good	true	Codex	EXONERATE	true	nit	adequate	false	Cursor
FINDING_19	Codex-dyn-lint-regex-fidelity	accepted	YES	true		excellent	true	Claude	YES	true		excellent	true	Codex	EXONERATE	true	nit	adequate	false	Cursor
FINDING_20	Codex-Requirements, Codex-dyn-exit-code-discard	accepted	EXONERATE	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_21	Codex-dyn-exit-code-discard	accepted	YES	true		good	true	Claude	YES	true		good	true	Codex	EXONERATE	true	minor	good	false	Cursor
OOS_2	Cursor-Innovation	accepted	YES	true		adequate	true	Claude	YES	true	minor	adequate	false	Codex	YES	true	minor	adequate	false	Cursor
