finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Codex-Arch, Cursor-Innovation, Codex-Pragmatic, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Codex-Arch, Cursor-Innovation, Codex-Innovation, Codex-Pragmatic, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Codex-Arch	accepted	YES	true	major	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_4	Cursor-Innovation	neutral	NO	false-positive	nit	weak	false	Claude	NO	partially-true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Cursor-Pragmatic	neutral	NO	partially-true	minor	adequate	true	Claude	NO	partially-true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_6	Cursor-Requirements	neutral	NO	false-positive	nit	weak	false	Claude	NO	partially-true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Cursor-Requirements	neutral	NO	partially-true	minor	adequate	true	Claude	NO	true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_8	Codex-Requirements	accepted	NO	uncertain	minor	weak	true	Claude	YES	true	major	adequate	false	Codex	YES	partially-true	major	adequate	false	Cursor	important
FINDING_9	Cursor-dyn-token-rename-cascade	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Cursor-Innovation	rejected	NO	uncertain	minor	adequate	true	Claude	NO	true	nit	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_11	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Codex-Pragmatic	accepted	YES	partially-true	minor	adequate	true	Claude	YES	true	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_13	Cursor-dyn-unscoped-substring-rename	accepted	YES	true	major	excellent	false	Claude	NO	partially-true	minor	weak	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Innovation	rejected	NO	partially-true		adequate	true	Claude	NO	true	minor	no-fix	false	Codex	NO	true	minor	adequate	false	Cursor	latent
OOS_2	Cursor-Requirements	neutral	YES	true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	partially-true	nit	weak	false	Cursor	nit
