finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Codex-Arch, Codex-Innovation, Codex-dyn-admission-contract, Cursor-Edge, Codex-Edge, Cursor-Pragmatic, Cursor-dyn-scrub-boundary, Cursor-dyn-operator-recovery, Codex-dyn-operator-recovery	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Edge	exonerated	EXONERATE	true		adequate	true	Claude	YES	true	minor	adequate	false	Codex	EXONERATE	partially-true	nit	adequate	false	Cursor
FINDING_3	Cursor-Innovation, Cursor-Pragmatic	accepted	EXONERATE	partially-true	minor	adequate	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_4	Cursor-Innovation	exonerated	EXONERATE	partially-true	minor	adequate	true	Claude	YES	partially-true	major	good	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_5	Cursor-Innovation	accepted	EXONERATE	partially-true		weak	true	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_6	Codex-Pragmatic	accepted	EXONERATE	uncertain	uncertain	weak	true	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_7	Codex-Requirements	accepted	YES	partially-true	major	adequate	false	Claude	YES	true	major	excellent	false	Codex	EXONERATE	partially-true	minor	weak	true	Cursor
FINDING_8	Codex-dyn-admission-contract	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_9	Codex-dyn-admission-contract, Codex-dyn-scrub-boundary	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_10	Codex-dyn-scrub-boundary	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_11	Codex-dyn-scrub-boundary	exonerated	EXONERATE	true		adequate	true	Claude	YES	true	minor	good	false	Codex	EXONERATE	true	nit	adequate	false	Cursor
FINDING_12	Cursor-dyn-operator-recovery	accepted	NO	false-positive	minor	no-fix	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_13	Codex-dyn-operator-recovery	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
