schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	risk-integration	scripts/session-setup.sh:306-340	Design Step 0 always passes --skip-repo-check so REPO is never emitted	Plan snippet passes --repo "$REPO" to tracking-issue-write, design-log-publish, and gh pr merge while REPO is typically unset; gh calls may fail or target the wrong repo	Omit --repo when empty and rely on gh cwd default like plan-block-write resolve_repo; or stop skipping repo derivation for design; or extend Step 0 to parse emit_kv REPO when present
1	in_scope	important	correctness	skills/design/SKILL.md:167-168	Step 0 only requires parsing SESSION_TMPDIR and reviewer flags not SESSION_ID	Planned publish uses "$SESSION_ID" but the skill never binds it unless the orchestrator infers it; empty run-id hits planned fail-fast or wrong log directory	Parse SESSION_ID from session-setup output in Step 0 or read DESIGN_TMPDIR/session-id in Step 5 and document which
1	in_scope	important	correctness	scripts/larch-log.sh:124-137 vs plan design-log-publish	Plan claims default-branch guard mirrors larch-log commit as main-only	larch-log uses current_branch_is_default (main master or origin/HEAD); a repo whose default is develop could commit design logs on develop while thinking they are safe	Reuse the same probe as larch-log (factor shared helper or call equivalent git checks) not a main-only string compare
1	in_scope	latent	architecture	docs/run-logs.md:71-75 and scripts/larch-log.sh:169-188	Hand-written manifest.json with a slim field set diverges from larch-log init manifest	Auditors or jq filters expecting larch_version operator_cwd steps_ran flags shape may mis-read design runs as corrupt or incomplete	Either generate a schema-identical stub via larch-log init then manifest update or document design manifests as a distinct sub-schema and audit tools accordingly
1	in_scope	important	correctness	plan.txt design-log-publish copy rules	Non-recursive depth-1 copy plus render-cache only	Nested artifacts under DESIGN_TMPDIR subdirs other than render-cache are dropped silently so committed logs are incomplete	Walk recursively with an allow-list deny-list or mirror larch-log write-round inclusion rules for design artifacts
1	in_scope	nit	code-quality	scripts/tracking-issue-write.sh:31-40	File header rename contract still lists only IN PROGRESS DONE STALLed	Future readers and agent-lint humans miss planned semantics	Update the anchored prefix prose and regex line to include PLANNED
1	in_scope	nit	code-quality	scripts/tracking-issue-write.md:8-9	Contract usage line omits planned state	Downstream parsers of the markdown contract disagree with the script	Extend the documented state union to include planned
1	in_scope	important	risk-integration	skills/design/SKILL.md Step 5 helpers vs plan snippet 77-82	Inconsistent path prefix scripts/ versus ${CLAUDE_PLUGIN_ROOT}/scripts	If cwd is not the consumer repo root the relative path resolves incorrectly or hits the wrong tree	Always invoke via ${CLAUDE_PLUGIN_ROOT}/scripts/... like adjacent Step 5 commands
1	in_scope	nit	correctness	plan.txt SKILL snippet tracking rename	Stderr discarded with 2>/dev/null on tracking rename	Genuine gh auth or network errors become invisible except a generic grep for FAILED=true	Remove /dev/null or tee to a captured log for operator-visible ERROR=
1	in_scope	latent	correctness	plan.txt publish_out grep	PUBLISH_OK=false detected via substring grep	Unrelated log line containing that token could false-trigger the warning path	Parse leading KEY=value lines or match ^PUBLISH_OK=
1	in_scope	latent	security	plan.txt gh pr merge --admin --delete-branch	Admin merge bypasses branch protection and requires elevated token	Org policy_denied or accidental merge of wrong PR if numbering parse drifts	Keep fail-closed parse of PR_NUMBER document token scope in SECURITY.md and consider requiring explicit env gate for admin merges
1	out_of_scope	nit	code-quality	scripts/lib-title-markers.md:1-4	Sibling contract points to tracking-issue-write.md for grammar	Adding PLANNED to insert_signal_marker without refreshing the stub may desync docs	Refresh lib-title-markers.md or the tracking-issue-write.md mark-false-positive section when PLANNED lands
