finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	nit	good	false	cursor-plan-fidelity	NO	true	nit	good	false	cursor-pragmatism	in_scope
FINDING_2	codex-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt	neutral	NO	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism	in_scope
FINDING_3	codex-specialist-correctness-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	good	false	cursor-pragmatism	in_scope
FINDING_4	cursor-specialist-edge-cases-output.txt	rejected	NO	true	minor	excellent	false	cursor-validity	NO	false-positive	minor	good	false	cursor-plan-fidelity	NO	false-positive	minor	adequate	false	cursor-pragmatism	in_scope
FINDING_5	cursor-specialist-testing-output.txt	rejected	NO	false-positive	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_6	cursor-specialist-testing-output.txt	rejected	NO	false-positive	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_7	cursor-specialist-testing-output.txt	rejected	NO	false-positive	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_8	cursor-specialist-testing-output.txt	rejected	NO	false-positive	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_9	cursor-specialist-testing-output.txt	rejected	NO	false-positive	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_10	codex-specialist-testing-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism	in_scope
