finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_2	Cursor-Arch, Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Arch	neutral	YES	true	major	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_4	Cursor-Arch	accepted	YES	true	major	adequate	false	Claude	NO	partially-true	minor	weak	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Codex-Pragmatic	accepted	YES	true	blocker	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	important
FINDING_6	Codex-Requirements	accepted	YES	true	minor	excellent	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_7	Cursor-dyn-validation-test-parity, Codex-dyn-validation-test-parity	rejected	NO	true	nit	adequate	false	Claude	NO	true	nit	good	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_8	Cursor-Innovation	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Codex-dyn-launcher-content-quoting	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	false-positive	minor	adequate	false	Cursor	important
OOS_1	Cursor-Requirements	rejected	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	no-fix	false	Codex	NO	partially-true		good	true	Cursor	latent
