finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt	neutral	YES	partially-true	nit	adequate	false	NO	false-positive	nit	no-fix	false	EXONERATE	partially-true	nit	adequate	false
FINDING_10	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	partially-true		adequate	true	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_11	cursor-specialist-edge-cases-output.txt	accepted	YES	true		adequate	true	EXONERATE	partially-true	minor	weak	false	YES	true	minor	good	false
FINDING_12	dyn-resume-state-output.txt	accepted	EXONERATE	partially-true		adequate	true	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_13	dyn-resume-state-output.txt|dyn-ci-loop-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_14	dyn-resume-state-output.txt	accepted	YES	partially-true	major	adequate	true	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_15	dyn-resume-state-output.txt	accepted	EXONERATE	partially-true	major	adequate	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_16	dyn-resume-state-output.txt	accepted	YES	true		adequate	true	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_17	dyn-resume-state-output.txt|dyn-ci-loop-output.txt	accepted	YES	true		adequate	true	EXONERATE	true	minor	adequate	false	YES	true	minor	good	false
FINDING_18	dyn-resume-state-output.txt	exonerated	YES	true	nit	adequate	false	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	weak	false
FINDING_19	dyn-git-plumbing-output.txt	accepted	EXONERATE	uncertain	major	adequate	true	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_2	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true		adequate	true	EXONERATE	true	nit	weak	false	EXONERATE	true	minor	adequate	false
FINDING_20	dyn-git-plumbing-output.txt	exonerated	YES	true		good	true	EXONERATE	true	minor	adequate	false	EXONERATE	partially-true	minor	adequate	false
FINDING_21	dyn-git-plumbing-output.txt|dyn-ci-loop-output.txt	accepted	YES	true		adequate	true	YES	true	minor	adequate	false	YES	true	minor	adequate	false
FINDING_22	dyn-git-plumbing-output.txt	accepted	YES	true		adequate	true	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_23	dyn-ci-loop-output.txt	exonerated	NO	true	nit	weak	false	EXONERATE	true	nit	no-fix	false	EXONERATE	true	nit	no-fix	false
FINDING_3	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|dyn-mock-fidelity-output.txt	accepted	YES	true		good	true	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_4	cursor-specialist-structure-output.txt	accepted	YES	true	nit	good	false	YES	true	nit	adequate	false	EXONERATE	true	nit	weak	false
FINDING_5	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|dyn-ci-loop-output.txt|dyn-mock-fidelity-output.txt	rejected	NO	partially-true		weak	true	NO	true	nit	no-fix	false	YES	true	minor	adequate	false
FINDING_6	cursor-specialist-structure-output.txt	accepted	YES	true	nit	adequate	false	YES	true	nit	adequate	false	YES	true	nit	good	false
FINDING_7	cursor-specialist-correctness-output.txt|dyn-mock-fidelity-output.txt	accepted	YES	true		good	true	YES	true	minor	good	false	YES	true	minor	excellent	false
FINDING_8	cursor-specialist-testing-output.txt	accepted	YES	true		good	true	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_9	cursor-specialist-edge-cases-output.txt|dyn-resume-state-output.txt	accepted	YES	true	major	good	false	YES	true	major	adequate	false	EXONERATE	true	major	adequate	false
