finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Cursor-Innovation	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_3	Cursor-Requirements	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	good	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_4	Cursor-Pragmatic	neutral	NO	partially-true	minor	adequate	false	Claude	NO	false-positive	nit	no-fix	false	Codex	YES	true	minor	good	false	Cursor	latent	in_scope
FINDING_5	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	NO	false-positive	nit	no-fix	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_6	Cursor-Arch	rejected	NO	true	minor	good	false	Claude	NO	false-positive	nit	no-fix	false	Codex	NO	partially-true	nit	adequate	false	Cursor	important	in_scope
FINDING_7	Cursor-Innovation	rejected	NO	true	minor	good	false	Claude	NO	false-positive	nit	no-fix	false	Codex	NO	partially-true	nit	adequate	false	Cursor	important	in_scope
FINDING_8	Cursor-Pragmatic	rejected	NO	true	minor	good	false	Claude	NO	false-positive	nit	no-fix	false	Codex	NO	partially-true	nit	adequate	false	Cursor	important	in_scope
FINDING_9	Cursor-Requirements	rejected	NO	true	minor	good	false	Claude	NO	false-positive	nit	no-fix	false	Codex	NO	partially-true	nit	adequate	false	Cursor	important	in_scope
FINDING_10	Codex-Requirements	rejected	NO	true	nit	adequate	false	Claude	NO	false-positive	nit	no-fix	false	Codex	NO	true	nit	good	false	Cursor	important	in_scope
OOS_1	Cursor-Arch	rejected	NO	true	minor	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	latent	oos
OOS_2	Cursor-Arch	rejected	NO	true	minor	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	latent	oos
OOS_3	Cursor-Innovation	rejected	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	true	minor	weak	false	Cursor	important	oos
OOS_4	Cursor-Pragmatic	rejected	NO	true	minor	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	latent	oos
OOS_5	Cursor-Requirements	rejected	NO	true	minor	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	latent	oos
