finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Requirements, Cursor-dyn-Progress Retirement Correctness, Codex-dyn-Progress Retirement Correctness	neutral	NO	partially-true	nit	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	major	in_scope
FINDING_2	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-dyn-Progress Retirement Correctness	accepted	YES	partially-true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	major	in_scope
FINDING_3	Cursor-Arch	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	minor	in_scope
FINDING_4	Cursor-Arch, Cursor-Innovation, Cursor-Requirements, Codex-dyn-Progress Retirement Correctness	accepted	YES	partially-true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	major	in_scope
FINDING_5	Cursor-Innovation	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	in_scope
FINDING_6	Cursor-Pragmatic	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	minor	in_scope
FINDING_7	Cursor-Arch	rejected	NO	partially-true	nit	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	minor	in_scope
FINDING_8	Cursor-Innovation	rejected	NO	partially-true	minor	good	false	codex-validity	NO	false-positive	minor	no-fix	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	major	in_scope
FINDING_9	Cursor-dyn-Progress Retirement Correctness	accepted	NO	partially-true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	minor	in_scope
FINDING_10	Cursor-dyn-Progress Retirement Correctness	rejected	NO	partially-true	nit	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	in_scope
OOS_1	Cursor-Innovation	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	oos
