finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-edge-cases|cursor-specialist-testing|dyn-dyn-bgjob-flow	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing|dyn-dyn-bgjob-flow	accepted	YES	true	major	excellent	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing|dyn-dyn-bgjob-flow	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing|dyn-dyn-bgjob-flow	accepted	YES	true	minor	excellent	false	cursor-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_5	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-testing|dyn-dyn-bgjob-flow	accepted	YES	true	minor	good	false	cursor-validity	YES	partially-true	minor	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_6	cursor-specialist-correctness|cursor-specialist-testing	accepted	YES	true	minor	good	false	cursor-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_7	codex-specialist-testing	neutral	YES	true	minor	adequate	false	cursor-validity	NO	false-positive	minor	no-fix	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	in_scope
OOS_1	cursor-specialist-correctness	accepted	YES	true	minor	good	false	cursor-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
OOS_2	cursor-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing	neutral	YES	true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
OOS_3	cursor-specialist-correctness|cursor-specialist-testing|dyn-dyn-bgjob-flow	neutral	YES	true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
OOS_4	cursor-specialist-testing	neutral	YES	true	minor	good	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
OOS_5	cursor-specialist-correctness|cursor-specialist-testing	neutral	YES	true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
OOS_6	dyn-dyn-bgjob-flow	neutral	YES	true	major	good	false	cursor-validity	NO	partially-true	major	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
OOS_7	dyn-dyn-bgjob-flow	neutral	YES	true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
