1	the scan at `python/audit_runs.py:775-778` fails any round ≥2 manifest containing `"tool":"codex"` via substring match. the plan adds a generic codex row in rounds 1–2 while keeping static specialist codex rows every round (`plan_review_panel.py` emits four specialist codex rows when `codex_present`; `review_pipeline.py` emits three specialist rows when codex is available). plan text that only exempts the new generic row still leaves round-2 manifests with multiple codex rows, so compliant runs keep failing audit (or a naive blanket exemption hides real regressions). the intended scan contract is underspecified and internally inconsistent with unchanged dispatcher topology.
1	the generic codex row is appended in `_static_slot_rows`, so `static_slot_count` and total `plan-review-slots.ndjson` line count rise; `dynamic_slot_count` stays driven by scout archetypes only. following the plan’s testing bullet literally can bump the wrong counter and hide a missing static generic row.
1	the plan adds manifest `model_role` parsing, but `_launch_slot` still passes only global `opts.model_role` to `--model-role` for codex (`python/agent_waterfall.py:436-437`). the `slot` dataclass today has no per-slot `model_role` field. without slot-then-global resolution at launch time, the generic row keeps global `review` (not gpt 5.5 via `default`) while specialists also inherit the global role.
1	the plan specifies `agents/code-reviewer.md` for the design generic row, but `_slot_row` only writes `prompt_file` rows (`python/plan_review_panel.py:133-148`). `agent_waterfall._parse_slot_row` requires `agent` or `prompt_file` and ignores inline prompt keys (#4765). a bare `agent` row launched with `mode=description` routes through render specialist, which only injects plan/feature context for `reviewer-testing` or diff generic mode (`python/rendering.py:876`), not for `code-reviewer`. the generic slot would prompt with empty plan scope and produce non-plan-review or `not_substantive` output.
1	scope anchor requires generic codex/gpt 5.5 on rounds 1–2 unconditionally. the implement section says append regardless of `codex_available`, but the design `plan_review_panel.py` section gates specialist and static rows on `codex_present == "true"` (`python/plan_review_panel.py:49`). if the generic helper mirrors that gate, `/design` omits `codex-plan-generic-output.txt` while `/implement` keeps `codex-generalist-output.txt`, breaking parity and the shared edge-case contract.
2	the plan keeps specialist and dynamic codex rows unchanged while adding an audit that fails any round ≥3 manifest containing `tool=codex`. `dispatch_panel` always appends three `codex-specialist-*` rows whenever codex is available (no round gate), and `_synthesize_dynamic_slots` adds codex twins every round. only the new generic helper is round-gated. multi-round `/implement` step 5 runs reaching round 3+ can still emit specialist and dynamic codex rows, so compliant manifests fail `codex-round1-adherence` even when generic gating is correct. the scope anchor only requires unconditional generic codex/gpt 5.5 on rounds 1–2, so banning all codex rows in round 3+ may over-scope the binding issue.
2	round-1 total-count assertions in other dispatch tests will stay stale after adding the generic codex row. the generic row adds one more static slot in both design and implement paths, so `test_panel_dispatch_dynamic_rows_render_full_scaffold` will see 13 manifest rows instead of 12 and `test_dispatch_panel_pre_scouted_valid_dynamic_slots` will emit `slot_count=11` instead of 10. the plan only updates the separate static-matrix count, leaving the pr unverifiable.
2	the plan never adds a round-2 assertion for the generic design reviewer path. a round-1-only implementation could ship and the proposed tests would not catch a missing round-2 generic slot, even though the scope requires generic codex on both rounds 1 and 2.
2	the implement test update never exercises `codex_available=false`. a regression that re-gates the generic implement reviewer on codex availability would still pass the proposed suite, even though the feature requires the generic reviewer to appear unconditionally on rounds 1–2.
3	the round-2 test coverage still omits the unavailable-codex path for the new unconditional generic reviewer. a round-2-only `codex_present`/`codex_available` gate could still ship, because the planned tests only exercise round 2 with codex available and round 1 with codex unavailable.
4	python/review_pipeline.py:1612-1695,1811-1864 new generic reviewer basenames are still hard-coded as specialist-only. scenario: `codex-generalist-output.txt` is counted by the collector path today, but the fallback `--reviewer-output-files` path and the static-coverage gate both skip it because `_is_static_reviewer_basename` and `_static_slug_for_file` only accept `*-specialist-*` names. if collector data is missing or stale, a missing or failed round-1/2 generic reviewer can still look covered and the threshold check can pass with one required reviewer absent. extend both helpers to recognize the generic basename and add a fallback-path test for the new slot.
5	`test_panel_dispatch_dynamic_scout_rows` still asserts 12 non-empty manifest lines at `python/test_plan_review_panel.py:377`. adding the planned generic static codex row for rounds 1–2 makes round-1 dynamic panel dispatch emit 13 lines. the test fails as soon as that row lands, blocking a green `py-test` run.
5	the plan’s 12→13 manifest bump points at `test_panel_dispatch_dynamic_rows_render_full_scaffold`, but the hard-coded `== 12` assertion lives only in `test_panel_dispatch_dynamic_scout_rows` at line 377. `render_full_scaffold` (lines 434–443) checks rendered prompt scaffold content, not manifest length. following the plan literally updates the wrong test; `scout_rows` still fails.
