finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	rejected	NO	partially-true	minor	adequate	false	Claude	NO	false-positive	major	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_2	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	major	adequate	false	Cursor	important
FINDING_3	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Cursor-Pragmatic	rejected	NO	partially-true	minor	adequate	false	Claude	NO	false-positive	major	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_6	Cursor-Pragmatic	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_8	Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_9	Cursor-Pragmatic	neutral	NO	true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_10	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_11	Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_12	Codex-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_13	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_14	Cursor-dyn-sourced-compat	accepted	YES	true	major	good	false	Claude	NO	partially-true	nit	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_15	Cursor-dyn-sourced-compat	accepted	YES	true	major	good	false	Claude	NO	false-positive	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_16	Cursor-dyn-meta-ordering	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_17	Codex-dyn-meta-ordering	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_18	Codex-dyn-meta-ordering	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_19	Codex-dyn-meta-ordering	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_20	Codex-dyn-meta-ordering	rejected	NO	partially-true	nit	adequate	false	Claude	NO	partially-true	minor	good	false	Codex	NO	partially-true	nit	adequate	false	Cursor	latent
OOS_1	Cursor-Pragmatic	neutral	YES	true	minor	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent
OOS_2	Cursor-dyn-sourced-compat	neutral	YES	true	minor	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent
