finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-exception-gate-ordering	accepted	YES	partially-true	major	excellent	false	Claude													important
FINDING_2	Cursor-Arch, Cursor-dyn-output-contract, Codex-dyn-output-contract	rejected	NO	partially-true	minor	adequate	false	Claude													important
FINDING_3	Cursor-Arch, Cursor-dyn-symbol-existence	rejected	NO	partially-true	minor	good	false	Claude													important
FINDING_4	Cursor-Arch, Codex-Arch, Codex-Innovation, Codex-Pragmatic, Codex-dyn-symbol-existence	accepted	YES	true	major	good	false	Claude													important
FINDING_5	Cursor-Arch	rejected	NO	true	minor	excellent	false	Claude													important
FINDING_6	Codex-Arch	accepted	YES	true	major	good	false	Claude													important
FINDING_7	Codex-Arch	accepted	YES	true	major	good	false	Claude													important
FINDING_8	Cursor-Innovation	rejected					true	Claude													important
FINDING_9	Codex-Innovation, Codex-Pragmatic, Codex-Requirements, Codex-dyn-symbol-existence, Codex-dyn-output-contract	rejected					true	Claude													important
FINDING_10	Codex-Innovation, Codex-Pragmatic	rejected					true	Claude													important
FINDING_11	Codex-Pragmatic	rejected					true	Claude													important
FINDING_12	Cursor-Requirements	rejected					true	Claude													important
FINDING_13	Cursor-dyn-exception-gate-ordering	rejected					true	Claude													important
FINDING_14	Cursor-dyn-exception-gate-ordering	rejected					true	Claude													important
OOS_1	Cursor-Arch	rejected	NO	true	minor	adequate	false	Claude													latent
OOS_2	Cursor-Requirements	rejected					true	Claude													nit
