finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt|dyn-retired-path-sweep-output.txt	accepted	YES	true	blocker	excellent	false	YES	true	blocker	good	false	YES	true	major	adequate	false
FINDING_10	dyn-retired-path-sweep-output.txt	neutral	YES	true	minor	adequate	false	NO	true	minor	adequate	false	NO	true	minor	good	false
FINDING_11	dyn-retired-path-sweep-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_12	dyn-retired-path-sweep-output.txt	neutral	NO	partially-true	minor	weak	true	YES	true	minor	good	false	NO	true	minor	adequate	false
FINDING_13	dyn-artifact-security-output.txt	accepted	YES	true	major	adequate	true	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_14	dyn-artifact-security-output.txt	accepted	YES	true	major	good	true	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_2	codex-specialist-correctness-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	good	false	NO	partially-true	minor	good	false
FINDING_3	codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt	accepted	YES	true	major	good	false	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_4	codex-specialist-correctness-output.txt	accepted	NO	uncertain	major	adequate	true	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_5	codex-specialist-edge-cases-output.txt	accepted	NO	uncertain	major	adequate	true	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_6	codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt|dyn-plan-cli-contracts-output.txt|dyn-retired-path-sweep-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_7	cursor-specialist-testing-output.txt|codex-specialist-testing-output.txt|dyn-retired-path-sweep-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	adequate	false
FINDING_8	dyn-plan-cli-contracts-output.txt	accepted	YES	partially-true	minor	adequate	true	YES	true	minor	weak	false	NO	true	minor	good	false
FINDING_9	dyn-retired-path-sweep-output.txt	accepted	YES	partially-true	minor	adequate	false	YES	true	minor	good	false	NO	true	minor	good	false
OOS_1	cursor-specialist-testing-output.txt	rejected	NO	true	nit	weak	false	NO	true	nit	weak	false	NO	true	nit	adequate	false
OOS_2	cursor-specialist-testing-output.txt	rejected	NO	partially-true	nit	weak	false	NO	true	major	adequate	false	NO	true	nit	adequate	false
OOS_3	cursor-specialist-testing-output.txt|dyn-plan-cli-contracts-output.txt	rejected	NO	true	nit	weak	false	NO	true	minor	adequate	false	NO	true	nit	good	false
OOS_4	dyn-retired-path-sweep-output.txt	accepted	YES	true	minor	no-fix	false	YES	true	minor	no-fix	false	NO	true	minor	weak	false
OOS_5	dyn-retired-path-sweep-output.txt	rejected	NO	true	nit	weak	false	NO	true	nit	no-fix	false	NO	true	nit	weak	false
