finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|cursor-specialist-testing|dyn-dyn-agent-lint-fail-closed	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_2	cursor-specialist-correctness|dyn-dyn-agent-lint-fail-closed	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	oos
FINDING_3	cursor-specialist-correctness|cursor-specialist-edge-cases	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	major	adequate	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_4	cursor-specialist-edge-cases|dyn-dyn-agent-lint-fail-closed	rejected	NO	partially-true	minor	good	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_5	cursor-specialist-edge-cases	neutral	NO	true	nit	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_6	cursor-specialist-edge-cases	neutral	NO	true	nit	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_7	cursor-specialist-edge-cases	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_8	codex-specialist-edge-cases	neutral	NO	false-positive	nit	no-fix	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	NO	uncertain	minor	no-fix	true	codex-pragmatism	oos
FINDING_9	cursor-specialist-correctness	neutral	NO	partially-true	nit	weak	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	true	nit	weak	false	codex-pragmatism	oos
FINDING_10	cursor-specialist-testing|dyn-dyn-agent-lint-fail-closed	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	oos
FINDING_11	cursor-specialist-testing|dyn-dyn-agent-lint-fail-closed	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	oos
FINDING_12	cursor-specialist-testing	neutral	NO	true	nit	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	oos
FINDING_13	cursor-specialist-testing	neutral	NO	true	nit	weak	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	oos
FINDING_14	cursor-specialist-testing	neutral	NO	true	nit	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	oos
