finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|codex-specialist-edge-cases-output.txt|dyn-risk-integration-output.txt	accepted	NO	partially-true	minor	adequate	false	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_10	codex-specialist-correctness-output.txt	neutral	NO	partially-true	nit	adequate	false	YES	true	minor	adequate	false	NO	true	minor	good	false
FINDING_11	cursor-specialist-edge-cases-output.txt|dyn-risk-integration-output.txt	neutral	NO	partially-true	minor	adequate	false	YES	true	major	adequate	false	NO	true	major	good	false
FINDING_12	cursor-specialist-edge-cases-output.txt	accepted	JUDGE_ERROR				true	YES	true	minor	adequate	false	YES	true	minor	adequate	false
FINDING_13	dyn-risk-integration-output.txt	rejected	JUDGE_ERROR				true	NO	partially-true	nit	weak	false	NO	true	nit	no-fix	false
FINDING_14	dyn-risk-integration-output.txt	rejected	JUDGE_ERROR				true	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_15	dyn-risk-integration-output.txt	neutral	JUDGE_ERROR				true	YES	true	minor	adequate	false	NO	true	minor	weak	false
FINDING_2	cursor-specialist-correctness-output.txt	accepted	NO	false-positive	minor	weak	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_3	cursor-specialist-correctness-output.txt	neutral	NO	partially-true	minor	adequate	false	NO	true	minor	adequate	false	YES	true	major	good	false
FINDING_4	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt	accepted	NO	partially-true	minor	adequate	false	YES	true	minor	adequate	false	YES	true	major	good	false
FINDING_5	cursor-specialist-correctness-output.txt	accepted	YES	true	minor	adequate	false	YES	true	minor	adequate	false	YES	partially-true	major	adequate	false
FINDING_6	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|dyn-risk-integration-output.txt	accepted	YES	true	minor	adequate	false	YES	true	major	adequate	false	YES	partially-true	major	adequate	false
FINDING_7	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|dyn-risk-integration-output.txt	accepted	JUDGE_ERROR				true	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_8	cursor-specialist-correctness-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	adequate	false	NO	true	nit	adequate	false
FINDING_9	codex-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt	neutral	NO	uncertain	minor	adequate	true	YES	true	major	adequate	false	NO	partially-true	major	good	false
