finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-edge-cases|codex-specialist-testing	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-edge-cases|cursor-specialist-plan-fidelity-auto|dyn-dyn-bgjob-handoff	neutral	NO	false-positive	minor	weak	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	oos
FINDING_3	cursor-specialist-testing|cursor-specialist-plan-fidelity-auto	accepted	YES	true	minor	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-testing	neutral	YES	partially-true	minor	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_5	cursor-specialist-testing|cursor-specialist-plan-fidelity-auto	neutral	YES	true	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	JUDGE_ERROR				true	codex-pragmatism	oos
FINDING_6	cursor-specialist-plan-fidelity-auto	accepted	NO	partially-true	nit	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_7	cursor-specialist-plan-fidelity-auto	rejected	NO	false-positive	nit	weak	false	codex-validity	NO	false-positive	nit	weak	false	codex-plan-fidelity	JUDGE_ERROR				true	codex-pragmatism	oos
FINDING_8	dyn-dyn-bgjob-handoff	accepted	YES	true	major	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_9	dyn-dyn-bgjob-handoff	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	JUDGE_ERROR				true	codex-pragmatism	oos
FINDING_10	dyn-dyn-bgjob-handoff	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	JUDGE_ERROR				true	codex-pragmatism	oos
