finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Codex-Arch, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements	accepted	YES	true	minor	excellent	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Cursor-Arch	neutral	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_3	Cursor-Arch	accepted	NO	true	minor	good	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_4	Cursor-Arch, Cursor-Requirements	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	important	in_scope
FINDING_5	Codex-Arch, Cursor-Requirements, Codex-Requirements	neutral	NO	partially-true	minor	good	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important	in_scope
FINDING_6	Cursor-Innovation	neutral	NO	partially-true	minor	good	false	Claude	NO	false-positive	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_7	Cursor-Innovation	neutral	NO	partially-true	minor	good	false	Claude	NO	false-positive	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_8	Cursor-Pragmatic	accepted	YES	true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_9	Cursor-Pragmatic	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important	in_scope
FINDING_10	Cursor-Innovation	accepted	YES	true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_11	Cursor-Innovation	accepted	YES	true	minor	good	false	Claude	NO	true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_12	Codex-Innovation	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_13	Codex-Requirements	accepted	NO	partially-true	minor	good	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
OOS_1	Cursor-Innovation	neutral	YES	true	minor	excellent	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	latent	oos
OOS_2	Cursor-Pragmatic	accepted	YES	true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	latent	oos
