Reviewing the implementation plan against stated requirements; reading the plan and exploring cited codebase paths.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	docs/installation-and-setup.md:40	Plan omits user-facing install doc despite edit-in-sync on upgrade-larch.md and test-upgrade-larch-prune.md	Operators still read semver-ordered "prune older cached versions" wording after mtime-based retention lands	Add docs/installation-and-setup.md to Files to modify: state cap-trim evicts oldest cache-dir mtime first and that write-session-env.sh refreshes mtime on session boot for numeric cache roots
2	in_scope	important	security	SECURITY.md:171-175	Failure modes cite SECURITY.md update but Files to modify never includes it; AGENTS.md requires security doc updates for security-relevant behavior	Touch side effect on CLAUDE_PLUGIN_ROOT and mtime-based eviction trust model stay undocumented for security reviewers	Add SECURITY.md: extend Plugin-root rehydration with best-effort touch -c on numeric-basename cache dirs; extend /upgrade-larch prune bullet with mtime ordering and stat fallback (mtime=0 evict-first)
3	in_scope	important	correctness	discussion-round1.md:33-34	Round 1 Decision 7 requires idempotency coverage (mtime stable across /upgrade-larch when install state unchanged); plan Testing strategy is silent	Regression cannot catch cap-trim reordering or touching cache dirs on repeat verified upgrades	Add harness case (prune or main): two consecutive verified upgrades with unchanged LATEST_STABLE; assert unpinned cache-dir mtimes unchanged except the newly installed target dir
4	in_scope	important	correctness	plan.txt:118-119	mtime-asc-evicts-oldest-touched underspecified: stub install uses mkdir -p on existing dirs (no mtime refresh) and plan does not list GH_OUTPUT PLUGIN_ROOT_VERSION pins	Case may flake or fail to prove inversion (42.0.9 evicted while 42.0.1 kept)	Specify full harness env (9 dirs cap-8 pins) and seed mtimes with touch -t after all mkdir; drop incorrect claim that INSTALL_RESULT_VERSION refresh makes 42.0.5 newest-by-mtime
5	in_scope	important	risk-integration	plan.txt:120	stat-fallback-mtime-zero lacks PATH/stat-stub wiring in run_case	Implementer may ship a non-executable test or stub breaks unrelated stat calls	Document prepend of a version-scoped stat wrapper on PATH (fail only for one cache subdir) and assert that version is evicted first without script abort
6	in_scope	latent	correctness	plan.txt:119	mtime-tiebreaker-uses-cache-order defers to platform docs rather than an assertion	CI may pass with no tie behavior coverage either	Add explicit assertion when platform sort is stable (or skip with documented uname guard) plus secondary-key note in upgrade-larch.md
7	in_scope	latent	risk-integration	plan.txt:116-117	Plan assumes test-upgrade-larch.sh cap/sanitize cases stay valid via mkdir-order coincidence only; Decision 7 asked to seed deterministic mtimes in fixtures that assumed semver-asc trim	Future harness timing/parallel mkdir could mask semver-vs-mtime regression in test-upgrade-larch.sh:267-306	Re-run test-upgrade-larch.sh in Testing strategy and either seed touch -t in prune-oldest-after-sanitize / sanitize-failure-counts-toward-cap or document why order cannot diverge
8	out_of_scope	nit	architecture	docs/linting.md:208-278	linting harness table still describes semver-oriented prune coverage	Contributor docs drift from new mtime cases	[OUT_OF_SCOPE] Update docs/linting.md rows for test-upgrade-larch-prune and test-session-env-roundtrip when editing Makefile-adjacent docs

**1. [correctness] `docs/installation-and-setup.md:40`** — [`upgrade-larch.md`](skills/upgrade-larch/scripts/upgrade-larch.md) and [`test-upgrade-larch-prune.md`](skills/upgrade-larch/scripts/test-upgrade-larch-prune.md) both require syncing [`docs/installation-and-setup.md`](docs/installation-and-setup.md). The plan updates script contracts only; the install guide still describes pruning “older cached versions” without mtime ordering or session-boot `touch`.

**2. [security] `SECURITY.md:171-175`** — Failure mode #1 says to document macOS/Linux `stat` assumptions in `SECURITY.md`, but `Files to modify` never lists it. New best-effort `touch -c` on validated `CLAUDE_PLUGIN_ROOT` paths is a security-relevant filesystem side effect per repo policy.

**3. [correctness] `discussion-round1.md:33-34` vs plan Testing strategy** — Round 1 Decision 7 explicitly requires idempotency testing (`mtime` stable across `/upgrade-larch` when install state does not change). The plan’s testing section does not include that case.

**4. [correctness] plan `mtime-asc-evicts-oldest-touched`** — The proposed case assumes `INSTALL_RESULT_VERSION=42.0.5` gets the newest mtime from install, but the stub only runs `mkdir -p` ([`test-upgrade-larch-prune.sh:80-84`](skills/upgrade-larch/scripts/test-upgrade-larch-prune.sh)) which does not refresh mtime on existing dirs. The plan also omits harness pins (`GH_OUTPUT`, `PLUGIN_ROOT_VERSION`, `LATEST_STABLE` protection) needed for a deterministic 9→8 eviction.

**5. [risk-integration] plan `stat-fallback-mtime-zero`** — No plan for how the harness injects a failing `stat` without breaking the rest of the run. This is required for the acceptance criterion “mtime=0 → evict first, no crash.”

**6. [correctness] plan `mtime-tiebreaker-uses-cache-order`** — “Document platform requirement rather than enforce” may leave tie behavior untested; acceptable edge case but weak vs Decision 7’s “new cases must cover” bar.

**7. [risk-integration] `test-upgrade-larch.sh:267-306`** — Plan says re-run `test-upgrade-larch.sh` but only argues coincidence for `test-upgrade-larch-prune.sh`. Cases like `prune-oldest-after-sanitize` assert semver-lowest eviction (`20.0.0`–`23.0.0`); they remain valid only while fixture mtimes track `CACHED_VERSIONS` iteration order—Decision 7 asked to seed mtimes explicitly when semantics change.

**8. [OUT_OF_SCOPE] [architecture] `docs/linting.md:208-278`** — Harness catalog text will still describe pre-mtime prune behavior unless updated in a follow-up.
