finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-dyn-partition-guard-auditor, Cursor-dyn-shard-membership-auditor	accepted	YES	true	blocker	good	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_2	Codex-Arch, Codex-Requirements	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_3	Cursor-Innovation, Cursor-dyn-partition-guard-auditor	neutral	NO	true	minor	good	false	Claude	NO	true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Innovation, Cursor-dyn-partition-guard-auditor	neutral	NO	true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Codex-Innovation	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_6	Codex-Pragmatic	accepted	YES	uncertain	major	good	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Cursor-dyn-partition-guard-auditor	neutral	NO	true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Cursor-dyn-partition-guard-auditor	neutral	NO	true	minor	excellent	false	Claude	NO	true	minor	good	false	Codex	YES	partially-true	major	good	false	Cursor	important
FINDING_9	Cursor-dyn-partition-guard-auditor	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Cursor-dyn-partition-guard-auditor	neutral	NO	true	minor	good	false	Claude	NO	true	minor	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_11	Cursor-dyn-partition-guard-auditor	rejected	NO	partially-true	minor	adequate	false	Claude	NO	false-positive	nit	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	important
FINDING_12	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	important
FINDING_13	Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	blocker	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_14	Cursor-Innovation	rejected	NO	true	minor	good	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_15	Cursor-Innovation	rejected	NO	true	minor	good	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_16	Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	important
FINDING_17	Codex-dyn-partition-guard-auditor	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	NO	true	minor	weak	false	Codex	YES	true		adequate	true	Cursor	latent
OOS_2	Cursor-Requirements	accepted	YES	uncertain	minor	adequate	true	Claude	YES	true	minor	good	false	Codex	YES	true		good	true	Cursor	latent
