schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/ship-pr.sh:626-641,2298-2307,scripts/refresh-run-logs.sh:74-80	Persisting final-bail-reason via refresh-run-logs does not cover exit-3 cap bail	write_finalize_state (which writes final-bail-reason.txt at :640) is only called from run_postmerge_phase (:2317); the bail branch sets state then exit 3 (:2304-2306) with no write_finalize_state and no refresh-run-logs call, so the new larch-log write almost never runs for the FIX_ATTEMPTS cap scenario the issue foregrounds	Extend the plan with a ship-pr change: write final-bail-reason.txt (or call write_finalize_state) before exit 3 and invoke refresh-run-logs with || true before exit, or document an orchestrator-side publish step that must run on exit 3
1	in_scope	nit	correctness	plan.txt:51-53 (session cache)	Edge-case prose inverts write_finalize_state semantics	Plan claims write_finalize_state only runs on bail paths and merged runs skip it; code runs it in postmerge after merge success, so reviewers mis-prioritize guards	Fix the Edge cases bullet to match scripts/ship-pr.sh:2314-2319 (postmerge calls write_finalize_state; bail exits do not)
1	in_scope	nit	code-quality	scripts/launch-cursor-ci.sh:123-152	Fragment injection placement is easy to mis-implement across roles	PROMPT is shared across roles; if LARCH_PATTERNS is populated unconditionally bump-classify/changelog-draft prompts gain CI-fix topology prose	Spell out in plan: set LARCH_PATTERNS only when ROLE=fix (empty otherwise) and add a parity test assertion for non-fix roles if regressions matter
1	in_scope	nit	architecture	scripts/launch-cursor-ci.sh,scripts/launch-codex-ci.sh,scripts/launch-claude-ci.sh	Three near-identical file-read and PROMPT splice blocks	Divergence risk despite sentinel tests; edits touch three shells plus three tests	Prefer factoring a tiny sourced helper (e.g. scripts/lib-ci-fix-patterns.sh) that returns the block, called from each launcher
1	out_of_scope	latent	risk-integration	scripts/refresh-run-logs.sh:106-125	larch-log.sh commit success detection uses loose stdout heuristics	Pre-existing pattern; adding another best-effort write increases surface for silent non-commit while emitting REFRESH_COMMITTED	Track separately; tighten commit outcome parsing when touching refresh-run-logs
1	out_of_scope	nit	risk-integration	docs/run-logs.md:38-41,196-210	Canonical run-log layout prose omits new batch slug	Operators reading docs/run-logs.md will not see final-bail-reason alongside token-report and execution-issues	Add a subsection or bullet when the batch lands
1	in_scope	important	correctness	scripts/ship-pr.sh:626-641,2298-2307,scripts/refresh-run-logs.sh:74-80	Committed final-bail-reason batch cannot fire on exit-3 cap bail as planned	write_finalize_state writes final-bail-reason.txt only from run_postmerge_phase (:2317); bail sets BAIL_REASON then exit 3 (:2304-2306) with no file write and no refresh-run-logs call	Add a ship-pr step before exit 3 (write final-bail-reason.txt and best-effort refresh-run-logs) or explicitly drop acceptance item 3 for the cap path and document orchestrator-side publishing
1	in_scope	nit	correctness	plan.txt:51-53	Edge cases invert write_finalize_state lifecycle	Merged postmerge runs call write_finalize_state; bail exits do not, so the written plan misleads implementers about when the file exists	Rewrite the bullet to match scripts/ship-pr.sh:2314-2319 versus :2298-2306
1	in_scope	nit	code-quality	scripts/launch-cursor-ci.sh:123-152	PROMPT template is shared across roles	Unconditional LARCH_PATTERNS injection would leak CI-fix topology guidance into bump-classify or changelog-draft runs	Require LARCH_PATTERNS only when ROLE=fix and document that invariant beside the PROMPT splice
1	in_scope	nit	architecture	scripts/launch-cursor-ci.sh,scripts/launch-codex-ci.sh,scripts/launch-claude-ci.sh	Three copies of fragment load and PROMPT assembly	Parity tests help but triple maintenance remains compared to one sourced helper	Introduce scripts/lib-ci-fix-patterns.sh (or similar) returning the markdown block for fix-role callers only
1	out_of_scope	latent	risk-integration	scripts/refresh-run-logs.sh:106-125	REFRESH_COMMITTED detection around larch-log.sh commit is stdout-heuristic	Pre-existing; another best-effort write increases odds of silent non-commit while still looking successful	Track as follow-up when editing refresh-run-logs commit path
1	out_of_scope	nit	risk-integration	docs/run-logs.md:38-41,196-210	Narrative batch inventory omits final-bail-reason	Downstream doc readers miss the new artifact beside token-report and execution-issues	Add final-bail-reason when the slug exists
