finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Innovation	rejected	NO	false-positive	blocker	adequate	false	Claude	NO	partially-true	blocker	good	false	Codex	NO	true	major	good	false	Cursor	blocking
FINDING_2	Cursor-Innovation	rejected	NO	false-positive	major	adequate	false	Claude	NO	partially-true	blocker	good	false	Codex	NO	true	major	good	false	Cursor	blocking
FINDING_3	Cursor-Innovation	rejected	NO	false-positive	major	good	false	Claude	NO	partially-true	major	good	false	Codex	NO	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Innovation	rejected	NO	false-positive	major	good	false	Claude	NO	partially-true	minor	good	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_5	Cursor-Innovation	rejected	NO	false-positive	major	good	false	Claude	NO	partially-true	major	good	false	Codex	NO	true	major	excellent	false	Cursor	important
FINDING_6	Cursor-Pragmatic	neutral	NO	partially-true	minor	adequate	true	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_7	Cursor-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_8	Codex-Generic	neutral	NO	partially-true	major	adequate	true	Claude	YES	partially-true	major	good	false	Codex	NO	partially-true	minor	good	false	Cursor	important
OOS_1	Cursor-Innovation	neutral	NO	true	minor	weak	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	adequate	false	Cursor	latent
OOS_2	Cursor-Innovation	rejected	NO	partially-true	nit	weak	false	Claude	NO	partially-true	nit	weak	false	Codex	NO	partially-true	nit	adequate	false	Cursor	nit
