Reading the implementation plan and exploring the referenced codebase paths.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/launch-review.sh:1022-1040	Degraded heuristic measures EXTRACT_TMP after mv removes it	Planned wc -c on EXTRACT_TMP runs after mv to OUTPUT; file is gone so RESULT_BYTES is empty and CURSOR_DEGRADED_RESPONSE never fires	Insert the block after jq succeeds and [[ -s EXTRACT_TMP ]] but before mv, or measure wc -c on $OUTPUT immediately after mv
2	in_scope	important	correctness	scripts/collect-agent-results.sh:841,1138-1140,1386	Always-on sentinel only in section-2 initial loop	Empty-output or NS retries that succeed can leave CURSOR_DEGRADED_RESPONSE or CURSOR_EMPTY_RESPONSE on disk with STATUS=OK	Add a shared first-nonblank sentinel helper and run it before every RESULTS STATUS=OK assignment, or one post-pass over RESULTS before section 3.5
3	in_scope	important	correctness	scripts/test-validate-research-output.sh:283-293	Case 19g label already used	Plan and acceptance #9 add Case 19g for CURSOR_DEGRADED_RESPONSE but 19g is already inline-TSV fence; harness will collide	Rename the new case to 19h (and update the harness header comment block)
4	in_scope	important	correctness	skills/design/scripts/dispatch-plan-review-panel.sh:145	require-result-pattern may reject valid no-findings JSON	grep -E only matches per line; pretty-printed {"no_issues_found": true} with { on line 1 and key on line 2 fails ^[[:space:]]*\{"no_issues_found)	Widen the ERE (e.g. allow leading { on its own line plus a second-line no_issues_found branch) or document that .result must be single-line JSON and add a regression fixture
5	in_scope	important	risk-integration	scripts/test-ship-pr.sh:3647-3661	vendor_verify_sweep rewrite may change stall path	Helper sourced ship-pr.sh stubbed run_per_job_local_fix_loop to return 1 then called run_evaluate_failure; full ship-pr.sh with only STUB_LINT_FIX_STATUS may not hit the same 3 launcher / verified-total-count=6 / exit 4 contract	Before dropping the helper, run the proposed direct invocation once; if assertions fail, keep a thin wrapper that sources ship-pr.sh and stubs run_per_job_local_fix_loop, or set PHASE=evaluate-failure in state to mirror the helper entry
6	in_scope	important	risk-integration	scripts/launch-review.md:60-64	Sibling contract not in plan file list	.claude/rules/script-md-siblings and launcher-argv-test-coverage require launch-review.md when launch-review.sh changes; CURSOR_DEGRADED_RESPONSE and --mode ask are undocumented there	Add launch-review.md updates for --mode ask, CURSOR_DEGRADED_RESPONSE promotion, and the length-vs-tokens backstop beside CURSOR_EMPTY_RESPONSE
7	in_scope	important	risk-integration	SECURITY.md:53	Security doc still says --mode plan	Post-PR docs still claim cursor review uses --mode plan; contradicts the security story and misleads operators	Update SECURITY.md (and any other --mode plan references in the same security paragraph) to --mode ask per AGENTS.md
8	in_scope	nit	correctness	scripts/validate-research-output.sh:70-80,120-130	Header comments omit CURSOR_DEGRADED_RESPONSE	Plan edits the runtime branch at 411-424 but not the documented exit-5 / validation-mode bullets callers read	Extend the header and validate-research-output.md in the same change
9	in_scope	nit	correctness	scripts/test-launch-review.sh:1473	Case B3 says extraction-only mode	No such flag exists; default cursor stub hardcodes outputTokens=2 so the degraded threshold cannot be exercised without new harness wiring	Specify case B3 via LARCH_ALLOW_TEST_HOOKS plus LARCH_TEST_TRAP_AFTER_INNER_DONE_FILE (pre-json-extraction write of envelope with outputTokens=5000) or extend the cursor stub with CURSOR_STUB_OUTPUT_TOKENS
10	in_scope	latent	correctness	scripts/dispatch-with-waterfall.sh:392-394	Pattern gate matches any line	grep -Eq on the whole file; long narration that mentions schema_version in prose can pass while still being non-substantive	Accept as known limitation or tighten with a first-nonblank-line-only check parallel to the collector sentinel logic
11	out_of_scope	nit	architecture	skills/design/scripts/test-dispatch-plan-review-panel.sh:1-209	No harness for new --require-result-pattern	Regression for plan-review pattern gate is only implied via integration; panel harness has no require-result-pattern cases	Add test-dispatch-plan-review-panel.sh coverage in a follow-up or extend this PR if time permits
12	out_of_scope	latent	architecture	skills/shared/voting-protocol.md:145	Still documents --mode plan	Voting-protocol example argv drifts from production --mode ask after Task 1	Track doc sync separately or fold into the same PR if touching adjacent design docs

**1. `EXTRACT_TMP` timing (correctness)** — The degraded-response block is meant to run after jq fills `EXTRACT_TMP` but the snippet uses `wc -c < "$EXTRACT_TMP"` while the plan places it next to the `CURSOR_EMPTY_RESPONSE` write, which in current code is **after** `mv "$EXTRACT_TMP" "$OUTPUT"`. Measure before `mv`, or use `$OUTPUT` right after `mv`.

**2. Retry paths skip always-on sentinel (correctness)** — Sentinel detection is only described for the section-2 loop (`scripts/collect-agent-results.sh` ~841). Retry success at 1138–1140 and NS-retry success at 1386 can still emit `STATUS=OK` for files whose first non-blank line is `CURSOR_DEGRADED_RESPONSE` / `CURSOR_EMPTY_RESPONSE`. Add a shared helper and run it on every OK assignment, or one post-pass before section 3.5.

**3. Case 19g name collision (correctness)** — `scripts/test-validate-research-output.sh:283` already defines Case 19g (inline TSV fence). Acceptance criterion #9 must use a new id (e.g. **19h**).

