schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/test-design-structure.sh:417-422	Proposed SKILL.md edits remove scout/panel/PANEL_PATHS tokens and add negative greps but the plan only lists removing Check 14b2 not 14c1-14c3	CI still requires those strings in SKILL.md or new negative pins fight existing positives	Rewrite or delete Checks 14c1-14c3 and add explicit grep -Fq -v style assertions aligned with plan lines 205-208
1	in_scope	important	correctness	scripts/lib-voter-parse-rate.sh:1-32 vs scripts/dispatch-code-voters.sh:95-279	Plan UPDATED dispatch-plan-voters claims check_and_retry_voter_parse_rate can come from sourced lib-voter-parse-rate.sh	Those functions still live only in dispatch-code-voters.sh after sourcing the 3 small helpers	Extend lib with the full parse-rate + retry surface and refactor dispatch-code-voters.sh or revise the plan to extend plan-specific check_plan_voter_substantive retry_voter to Voter 1
1	in_scope	important	risk-integration	plan.txt:66-76 (proposed test-plan-review-loop.sh)	Harness lists stubbed DISPATCH_OK=false panel failure only	No coverage for missing dispatch-plan-review-panel.sh or pure inline dispatch-with-waterfall fallback	Document no-compat branch and keep pins or add a dedicated fixture test if a fallback remains required
1	in_scope	nit	code-quality	plan.txt:144 (UPDATED dispatch-plan-voters.sh)	Text says extract helpers into lib then immediately says the library already exists and only needs sourcing	Contradictory implementation scope	Choose one narrative extraction vs reuse vs plan-only helpers
1	in_scope	latent	security	plan.txt:137-148 (UPDATED dispatch-plan-voters.sh)	Voter 1 failure logging copies code-voters append-tool-failure pattern without pinning DESIGN_TMPDIR-relative diag paths and redact parity in this PR	Execution-issues append might omit --redact or write diags outside the design session directory	Spell full paths flags and log resolution mirroring dispatch-code-voters.sh:303-345 adapted to DESIGN_TMPDIR
1	in_scope	important	architecture	plan.txt:24-26 and plan.txt:203-206	Unconditional dispatch-plan-review-panel call plus grep pin with no compat story for absent script or inline waterfall	Implementers cannot tell whether forks must vendor the panel script or embed fallback	Declare mandatory surface and delete fallback talk or specify detection plus test and pin updates
1	in_scope	latent	security	plan.txt:137-148	Voter1 diag append-tool-failure adaptation underspecified	Leakage or wrong log path	Specify DESIGN_TMPDIR paths and --redact parity
1	in_scope	important	correctness	scripts/test-design-structure.sh:417-422	Proposed SKILL.md removes scout/panel/PANEL_PATHS tokens while the plan only removes Check 14b2 not the 14c1-14c3 positive greps	CI still mandates those SKILL substrings or conflicts with new negative greps	Rewrite or delete Checks 14c1-14c3 and add explicit negative SKILL assertions per plan lines 205-208
1	in_scope	important	correctness	scripts/lib-voter-parse-rate.sh:1-32 vs scripts/dispatch-code-voters.sh:95-279	Plan claims check_and_retry_voter_parse_rate lives in lib-voter-parse-rate.sh after sourcing	Functions remain only in dispatch-code-voters.sh; sourcing the lib alone is insufficient	Extract the full parse-rate and retry helpers into the lib and refactor dispatchers or rewrite the plan to extend plan-specific helpers instead
1	in_scope	important	risk-integration	plan.txt:66-76 (proposed test-plan-review-loop.sh)	Harness case 6 only stubs failing dispatch-plan-review-panel.sh	No test for missing panel script or inline-only dispatch-with-waterfall fallback	Declare no fallback and drop related dialectic text or add a fixture plus pins for the alternate entrypoint
1	in_scope	nit	code-quality	plan.txt:144 (UPDATED dispatch-plan-voters.sh)	Contradictory extract-into-new-lib versus library-already-exists wording	Implementer scope confusion	Use one coherent story for what code moves versus what already exists
1	in_scope	important	architecture	plan.txt:24-26 and plan.txt:203-206	Unconditional dispatch-plan-review-panel invocation plus mandatory grep token inside plan-review-loop.sh with no compat branch	Implementers cannot tell whether forks without the panel script must inline waterfall or fail closed	Document mandatory #2665 surface or specify existence detection fallback and matching tests or pins
1	in_scope	latent	security	plan.txt:137-148 (UPDATED dispatch-plan-voters.sh)	Voter 1 append-tool-failure pattern referenced without pinning DESIGN_TMPDIR-relative paths and --redact parity vs code review	Ballot-bearing diagnostics could log to the wrong execution-issues path or omit redaction	Spell adapted paths flags and log resolution mirroring dispatch-code-voters.sh:303-345 for DESIGN_TMPDIR
