schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/lib-voter-parse-rate.sh:1-32 vs scripts/dispatch-code-voters.sh:125-279	Plan implies sourcing lib-voter-parse-rate.sh supplies voter parse-rate retry discipline	Implementer sources only the small helper file and omits voter-1 parse-rate retries	Port check_and_retry_voter_parse_rate (and deps) into lib-voter-parse-rate.sh with dispatch-code-voters refactor or explicitly duplicate the discipline for dispatch-plan-voters.sh
1	in_scope	important	correctness	skills/design/references/plan-review.md:91-96 vs plan Step 4	Collector invocation omits substantive/validation flags and uses 1800s default vs 1860 contract	Banner-only outputs may pass as OK; diverges from issue #661 pin intent	Match collect flags and timeout to plan-review.md or amend test-design-structure Check 7 with rationale
1	in_scope	important	risk-integration	scripts/test-design-structure.sh:216-229	Check 7 requires one plan-review.md line with collect + timeout 1860 + substantive + validation	CI fails if collect moves to script and the MD line is split or flags drop	Update plan-review.md canonical one-liner or change Check 7 in the same PR with documented tradeoff
1	in_scope	important	architecture	skills/design/SKILL.md:715-717 skills/design/references/plan-review.md:108	Zero-findings path must skip voting; plan edge case runs voters on empty ballot	Extra external launches and tally shape drift from documented /design flow	Add explicit short-circuit matching SKILL + plan-review.md before dispatch-plan-voters
1	in_scope	important	risk-integration	skills/design/references/plan-review.md:98	Mid-run dirty-tree probe after plan-review collection not listed in loop steps	Uncaught dirty workspace during Step 3	Invoke check-mid-run-dirty-tree.sh after collect or document an explicit waiver in normative refs
1	in_scope	important	risk-integration	skills/design/references/plan-review.md:11-21	compose-collector-failure-log + append-tool-failure for non-OK collector rows not carried into driver	Partial collector failures lose structured execution-issues entries	Port collector structured-parse + failure logging from current Step 3 prose into plan-review-loop.sh
1	in_scope	important	correctness	plan.txt:241 vs plan.txt:194-209	Failure modes promise aggregate-findings --input-mode plan pin; test-design-structure list omits it	Regression could ship without the promised earliest-warning grep	Add grep literal --input-mode plan to test-design-structure.sh pins or revise Failure modes text
1	in_scope	nit	correctness	plan.txt:139	Plan cites scripts/render-voter-prompt.sh but repo path is skills/shared/scripts/render-voter-prompt.sh	Wrong file target in implementation notes	Fix path references in plan + dispatch-plan-voters.md to match PLUGIN_ROOT skills/shared path
1	in_scope	important	correctness	plan.txt:147-161	Test expects VOTER_1_PARSE_RATE_STATUS but emit list omits that KV	Harness case 3 cannot pass as written	Emit VOTER_1_PARSE_RATE_STATUS like dispatch-code-voters or adjust the test plan
1	in_scope	nit	architecture	skills/design/SKILL.md:633-634	SKILL still claims scout+dispatch block remains inline after moving to plan-review-loop.md	Operators read contradictory instructions	Edit the Step 3 intro paragraph in the SKILL.md worklist
1	out_of_scope	latent	architecture	skills/implement/ (OOS / accepted-plan consumers)	Ballot or accepted-plan field changes could break implement-side parsers	Downstream serialization surprises if headings change	Post-PR audit if FINDING template or tally outputs shift beyond current contracts
