finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Codex-Arch, Cursor-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-dyn-state-contract-auditor	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_2	Cursor-Arch, Cursor-Pragmatic, Cursor-dyn-state-contract-auditor	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_3	Cursor-Arch, Cursor-Pragmatic	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Codex-Arch	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_5	Codex-Arch, Cursor-Pragmatic	rejected	NO	true	nit	adequate	false	Claude	NO	true	minor	good	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_6	Codex-Innovation	accepted	YES	true	blocker	excellent	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Cursor-Pragmatic	neutral	YES	true	minor	good	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	important
FINDING_8	Cursor-Requirements	accepted	YES	true	major	excellent	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Cursor-dyn-json-stdout-guardian	neutral	YES	true	major	excellent	false	Claude	NO	partially-true	minor	good	false	Codex	NO	partially-true	major	adequate	false	Cursor	important
FINDING_10	Cursor-Arch	accepted	NO	true	nit	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_11	Cursor-Pragmatic	accepted	NO	true	nit	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Requirements	accepted	YES	true	nit	adequate	false	Claude	YES	true	nit	adequate	false	Codex	NO	true	nit	good	false	Cursor	nit
OOS_2	Cursor-Requirements	rejected	NO	true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	good	false	Cursor	nit
