schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/design/SKILL.md:48-692 (throughout)	Acceptance grep==0 for SESSION_ENV_PATH conflicts with a partial edit checklist	Plan bullets focus on Step 0a awk _ss_args token-ledger tally printf but SKILL.md still has dozens of SESSION_ENV_PATH uses (verbosity Step 2b/3 prose timing-ledger prefixes Step 5 etc); implementer following only the enumerated bullets can pass intermediate edits then fail acceptance or ship a half-nested doc	Add an explicit sweep item: remove or rewrite every SESSION_ENV_PATH mention including Progress Reporting Verbosity timing-ledger env lines and downstream step prose until ripgrep count is zero; align the plan checklist with acceptance criteria lines 133-134
1	in_scope	important	correctness	plan.txt:109-113 vs plan.txt:67-71	Internal contradiction on what CI asserts for CLAUDE_PLUGIN_ROOT	Section 9 says grep for export CLAUDE_PLUGIN_ROOT=' before session-setup; Failure modes claim CI pins a literal expanded /Users/... path; committed SKILL cannot contain operator-specific expanded paths	Unify the spec: CI should assert the stable template form (or a portable pattern) that matches repo content; delete the incorrect literal-path sentence in Failure modes or change section 9 to match
1	in_scope	nit	code-quality	plan.txt:68-71	grep -Eqc SESSION_ENV_PATH must return 0 is ambiguous	Shell reviewers may treat exit status vs match count differently; grep -c with zero matches often exits 1 on GNU BSD grep	Spell the check as arithmetic on stdout e.g sess_count=$(grep -c ... || true); test "$sess_count" -eq 0
1	in_scope	important	risk-integration	skills/design/references/plan-review.md:105-111	Empty SESSION_ENV_PATH still passes --session-env-path to dispatch-plan-voters	dispatch-plan-voters.sh uses ${2:?--session-env-path requires a value}; logs under larch-logs/design show this failure	Plan already edits plan-review.md; explicitly require dropping the entire --session-env-path line from the dispatcher example so standalone never passes an empty flag value
1	in_scope	latent	architecture	plan.txt:107-108 vs skills/design/SKILL.md:70-72	Prelude intentionally skips source when missing file then later steps assume full env	After removing awk recovery a corrupt or missing current-design-env symlink yields silent skip then set -u or wrong-path failures later with weaker breadcrumbs	Call out in plan: consider hard-failing when prelude file missing after Step 0a success or document the degraded behavior explicitly for operators
1	in_scope	nit	correctness	skills/design/SKILL.md:86	Anti-pattern list size text will desync	Renumbering to five rules leaves muscle memory text referencing six rules	Update the Design Mindset bullet to say five rules when anti-patterns shrink
1	in_scope	latent	security	plan.txt:94-95 skills/design/scripts/tally-plan-review.sh:95-101	Removing parent tmpdir oos-accepted-design.md mirror	Any future re-nesting of /design under /implement loses the handoff path implement Step 9a.1 text assumed; silent omission of parent OOS artifact	Keep tradeoff in PR body; if product still needs handoff add a non-nested contract issue or gate nested calls explicitly in implement preflight
1	out_of_scope	nit	risk-integration	skills/design/scripts/tally-plan-review.md:15-23	Sibling markdown still documents --session-env-path and implement log flush	Stale operator docs after script change	Update tally-plan-review.md in same PR or track follow-up
1	out_of_scope	nit	code-quality	docs/linting.md:209	Harness description promises HARD-path plan-review-tally flush coverage	Makefile lint docs drift after deleting tests from test-tally-plan-review.sh	Refresh the one-line harness summary when tests drop
1	out_of_scope	latent	architecture	skills/shared/subskill-invocation.md:23-205	Shared doc still describes nested /design SESSION_ENV_PATH contracts	Conflicts with standalone-only /design narrative; future contributors may reintroduce nesting	Schedule doc alignment or add an explicit standalone-only note for /design
