finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Codex-dyn-Run Log Integrity	accepted	NO	partially-true	minor	weak	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Cursor-Arch, Cursor-dyn-Run Log Integrity	accepted	NO	false-positive	nit	weak	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_3	Cursor-Arch, Cursor-dyn-Run Log Integrity, Codex-dyn-Run Log Integrity	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_4	Cursor-Arch, Codex-Innovation, Codex-Pragmatic, Cursor-Requirements	neutral	YES	true	major	adequate	true	Claude	NO	true	nit	adequate	false	Codex	NO	true	minor	good	false	Cursor	important	oos
FINDING_5	Cursor-Arch, Cursor-Pragmatic, Cursor-Requirements, Codex-dyn-Run Log Integrity	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	nit	adequate	true	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_6	Codex-Arch, Codex-Innovation, Cursor-dyn-Run Log Integrity	accepted	NO	false-positive	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_7	Codex-Arch, Cursor-Innovation, Codex-Requirements, Codex-dyn-Run Log Integrity	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_8	Cursor-Innovation, Cursor-dyn-Run Log Integrity	accepted	NO	false-positive	nit	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_9	Codex-Innovation, Codex-Pragmatic, Codex-Requirements, Cursor-dyn-Run Log Integrity	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_10	Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Run Log Integrity	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_11	Cursor-Innovation	rejected	NO	false-positive	nit	weak	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	partially-true	nit	adequate	false	Cursor	important	in_scope
FINDING_12	Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
OOS_1	Cursor-Arch	rejected	NO	true	minor	excellent	false	Claude	NO	true	major	adequate	false	Codex	NO	true	major	excellent	false	Cursor	latent	oos
OOS_2	Cursor-Arch	accepted	YES	true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	YES	true	nit	good	false	Cursor	nit	oos
OOS_3	Cursor-Arch	accepted	YES	true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	YES	true	nit	adequate	false	Cursor	nit	oos
OOS_4	Cursor-Innovation	neutral	NO	true	minor	adequate	false	Claude	NO	true	major	adequate	false	Codex	YES	true	minor	good	false	Cursor	latent	oos
